"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2025 00:00:00 - 01/01/2025 00:15:00","BZN|BG","Without Sequence","138.70","",""
"01/01/2025 00:15:00 - 01/01/2025 00:30:00","BZN|BG","Without Sequence","138.70","",""
"01/01/2025 00:30:00 - 01/01/2025 00:45:00","BZN|BG","Without Sequence","138.70","",""
"01/01/2025 00:45:00 - 01/01/2025 01:00:00","BZN|BG","Without Sequence","138.70","",""
"01/01/2025 01:00:00 - 01/01/2025 01:15:00","BZN|BG","Without Sequence","134.06","",""
"01/01/2025 01:15:00 - 01/01/2025 01:30:00","BZN|BG","Without Sequence","134.06","",""
"01/01/2025 01:30:00 - 01/01/2025 01:45:00","BZN|BG","Without Sequence","134.06","",""
"01/01/2025 01:45:00 - 01/01/2025 02:00:00","BZN|BG","Without Sequence","134.06","",""
"01/01/2025 02:00:00 - 01/01/2025 02:15:00","BZN|BG","Without Sequence","124.42","",""
"01/01/2025 02:15:00 - 01/01/2025 02:30:00","BZN|BG","Without Sequence","124.42","",""
"01/01/2025 02:30:00 - 01/01/2025 02:45:00","BZN|BG","Without Sequence","124.42","",""
"01/01/2025 02:45:00 - 01/01/2025 03:00:00","BZN|BG","Without Sequence","124.42","",""
"01/01/2025 03:00:00 - 01/01/2025 03:15:00","BZN|BG","Without Sequence","84.48","",""
"01/01/2025 03:15:00 - 01/01/2025 03:30:00","BZN|BG","Without Sequence","84.48","",""
"01/01/2025 03:30:00 - 01/01/2025 03:45:00","BZN|BG","Without Sequence","84.48","",""
"01/01/2025 03:45:00 - 01/01/2025 04:00:00","BZN|BG","Without Sequence","84.48","",""
"01/01/2025 04:00:00 - 01/01/2025 04:15:00","BZN|BG","Without Sequence","64.28","",""
"01/01/2025 04:15:00 - 01/01/2025 04:30:00","BZN|BG","Without Sequence","64.28","",""
"01/01/2025 04:30:00 - 01/01/2025 04:45:00","BZN|BG","Without Sequence","64.28","",""
"01/01/2025 04:45:00 - 01/01/2025 05:00:00","BZN|BG","Without Sequence","64.28","",""
"01/01/2025 05:00:00 - 01/01/2025 05:15:00","BZN|BG","Without Sequence","66.70","",""
"01/01/2025 05:15:00 - 01/01/2025 05:30:00","BZN|BG","Without Sequence","66.70","",""
"01/01/2025 05:30:00 - 01/01/2025 05:45:00","BZN|BG","Without Sequence","66.70","",""
"01/01/2025 05:45:00 - 01/01/2025 06:00:00","BZN|BG","Without Sequence","66.70","",""
"01/01/2025 06:00:00 - 01/01/2025 06:15:00","BZN|BG","Without Sequence","62.42","",""
"01/01/2025 06:15:00 - 01/01/2025 06:30:00","BZN|BG","Without Sequence","62.42","",""
"01/01/2025 06:30:00 - 01/01/2025 06:45:00","BZN|BG","Without Sequence","62.42","",""
"01/01/2025 06:45:00 - 01/01/2025 07:00:00","BZN|BG","Without Sequence","62.42","",""
"01/01/2025 07:00:00 - 01/01/2025 07:15:00","BZN|BG","Without Sequence","56.78","",""
"01/01/2025 07:15:00 - 01/01/2025 07:30:00","BZN|BG","Without Sequence","56.78","",""
"01/01/2025 07:30:00 - 01/01/2025 07:45:00","BZN|BG","Without Sequence","56.78","",""
"01/01/2025 07:45:00 - 01/01/2025 08:00:00","BZN|BG","Without Sequence","56.78","",""
"01/01/2025 08:00:00 - 01/01/2025 08:15:00","BZN|BG","Without Sequence","29.22","",""
"01/01/2025 08:15:00 - 01/01/2025 08:30:00","BZN|BG","Without Sequence","29.22","",""
"01/01/2025 08:30:00 - 01/01/2025 08:45:00","BZN|BG","Without Sequence","29.22","",""
"01/01/2025 08:45:00 - 01/01/2025 09:00:00","BZN|BG","Without Sequence","29.22","",""
"01/01/2025 09:00:00 - 01/01/2025 09:15:00","BZN|BG","Without Sequence","41.43","",""
"01/01/2025 09:15:00 - 01/01/2025 09:30:00","BZN|BG","Without Sequence","41.43","",""
"01/01/2025 09:30:00 - 01/01/2025 09:45:00","BZN|BG","Without Sequence","41.43","",""
"01/01/2025 09:45:00 - 01/01/2025 10:00:00","BZN|BG","Without Sequence","41.43","",""
"01/01/2025 10:00:00 - 01/01/2025 10:15:00","BZN|BG","Without Sequence","28.98","",""
"01/01/2025 10:15:00 - 01/01/2025 10:30:00","BZN|BG","Without Sequence","28.98","",""
"01/01/2025 10:30:00 - 01/01/2025 10:45:00","BZN|BG","Without Sequence","28.98","",""
"01/01/2025 10:45:00 - 01/01/2025 11:00:00","BZN|BG","Without Sequence","28.98","",""
"01/01/2025 11:00:00 - 01/01/2025 11:15:00","BZN|BG","Without Sequence","32.80","",""
"01/01/2025 11:15:00 - 01/01/2025 11:30:00","BZN|BG","Without Sequence","32.80","",""
"01/01/2025 11:30:00 - 01/01/2025 11:45:00","BZN|BG","Without Sequence","32.80","",""
"01/01/2025 11:45:00 - 01/01/2025 12:00:00","BZN|BG","Without Sequence","32.80","",""
"01/01/2025 12:00:00 - 01/01/2025 12:15:00","BZN|BG","Without Sequence","36.56","",""
"01/01/2025 12:15:00 - 01/01/2025 12:30:00","BZN|BG","Without Sequence","36.56","",""
"01/01/2025 12:30:00 - 01/01/2025 12:45:00","BZN|BG","Without Sequence","36.56","",""
"01/01/2025 12:45:00 - 01/01/2025 13:00:00","BZN|BG","Without Sequence","36.56","",""
"01/01/2025 13:00:00 - 01/01/2025 13:15:00","BZN|BG","Without Sequence","53.17","",""
"01/01/2025 13:15:00 - 01/01/2025 13:30:00","BZN|BG","Without Sequence","53.17","",""
"01/01/2025 13:30:00 - 01/01/2025 13:45:00","BZN|BG","Without Sequence","53.17","",""
"01/01/2025 13:45:00 - 01/01/2025 14:00:00","BZN|BG","Without Sequence","53.17","",""
"01/01/2025 14:00:00 - 01/01/2025 14:15:00","BZN|BG","Without Sequence","66.80","",""
"01/01/2025 14:15:00 - 01/01/2025 14:30:00","BZN|BG","Without Sequence","66.80","",""
"01/01/2025 14:30:00 - 01/01/2025 14:45:00","BZN|BG","Without Sequence","66.80","",""
"01/01/2025 14:45:00 - 01/01/2025 15:00:00","BZN|BG","Without Sequence","66.80","",""
"01/01/2025 15:00:00 - 01/01/2025 15:15:00","BZN|BG","Without Sequence","90.51","",""
"01/01/2025 15:15:00 - 01/01/2025 15:30:00","BZN|BG","Without Sequence","90.51","",""
"01/01/2025 15:30:00 - 01/01/2025 15:45:00","BZN|BG","Without Sequence","90.51","",""
"01/01/2025 15:45:00 - 01/01/2025 16:00:00","BZN|BG","Without Sequence","90.51","",""
"01/01/2025 16:00:00 - 01/01/2025 16:15:00","BZN|BG","Without Sequence","120.79","",""
"01/01/2025 16:15:00 - 01/01/2025 16:30:00","BZN|BG","Without Sequence","120.79","",""
"01/01/2025 16:30:00 - 01/01/2025 16:45:00","BZN|BG","Without Sequence","120.79","",""
"01/01/2025 16:45:00 - 01/01/2025 17:00:00","BZN|BG","Without Sequence","120.79","",""
"01/01/2025 17:00:00 - 01/01/2025 17:15:00","BZN|BG","Without Sequence","145.37","",""
"01/01/2025 17:15:00 - 01/01/2025 17:30:00","BZN|BG","Without Sequence","145.37","",""
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|BG","Without Sequence","145.37","",""
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|BG","Without Sequence","145.37","",""
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|BG","Without Sequence","142.10","",""
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|BG","Without Sequence","142.10","",""
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|BG","Without Sequence","142.10","",""
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|BG","Without Sequence","142.10","",""
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|BG","Without Sequence","149.55","",""
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|BG","Without Sequence","149.55","",""
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|BG","Without Sequence","149.55","",""
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|BG","Without Sequence","149.55","",""
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|BG","Without Sequence","139.62","",""
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|BG","Without Sequence","139.62","",""
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|BG","Without Sequence","139.62","",""
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|BG","Without Sequence","139.62","",""
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|BG","Without Sequence","131.40","",""
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|BG","Without Sequence","131.40","",""
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|BG","Without Sequence","131.40","",""
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|BG","Without Sequence","131.40","",""
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|BG","Without Sequence","107.60","",""
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|BG","Without Sequence","107.60","",""
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|BG","Without Sequence","107.60","",""
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|BG","Without Sequence","107.60","",""
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|BG","Without Sequence","65.10","",""
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|BG","Without Sequence","65.10","",""
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|BG","Without Sequence","65.10","",""
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|BG","Without Sequence","65.10","",""
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|BG","Without Sequence","57.07","",""
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|BG","Without Sequence","57.07","",""
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|BG","Without Sequence","57.07","",""
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|BG","Without Sequence","57.07","",""
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|BG","Without Sequence","67.80","",""
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|BG","Without Sequence","67.80","",""
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|BG","Without Sequence","67.80","",""
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|BG","Without Sequence","67.80","",""
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|BG","Without Sequence","70.66","",""
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|BG","Without Sequence","70.66","",""
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|BG","Without Sequence","70.66","",""
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|BG","Without Sequence","70.66","",""
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|BG","Without Sequence","45.61","",""
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|BG","Without Sequence","45.61","",""
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|BG","Without Sequence","45.61","",""
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|BG","Without Sequence","45.61","",""
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|BG","Without Sequence","52.68","",""
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|BG","Without Sequence","52.68","",""
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|BG","Without Sequence","52.68","",""
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|BG","Without Sequence","52.68","",""
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|BG","Without Sequence","72.84","",""
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|BG","Without Sequence","72.84","",""
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|BG","Without Sequence","72.84","",""
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|BG","Without Sequence","72.84","",""
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|BG","Without Sequence","114.75","",""
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|BG","Without Sequence","114.75","",""
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|BG","Without Sequence","114.75","",""
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|BG","Without Sequence","114.75","",""
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|BG","Without Sequence","139.00","",""
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|BG","Without Sequence","139.00","",""
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|BG","Without Sequence","139.00","",""
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|BG","Without Sequence","139.00","",""
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|BG","Without Sequence","129.07","",""
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|BG","Without Sequence","129.07","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|BG","Without Sequence","129.07","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|BG","Without Sequence","129.07","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|BG","Without Sequence","129.78","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|BG","Without Sequence","129.78","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|BG","Without Sequence","129.78","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|BG","Without Sequence","129.78","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|BG","Without Sequence","128.35","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|BG","Without Sequence","128.35","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|BG","Without Sequence","128.35","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|BG","Without Sequence","128.35","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|BG","Without Sequence","123.15","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|BG","Without Sequence","123.15","",""
