"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2024 00:00 - 01/01/2024 01:00","BZN|BG","3886.30","3977.00"
"01/01/2024 01:00 - 01/01/2024 02:00","BZN|BG","3743.14","3792.00"
"01/01/2024 02:00 - 01/01/2024 03:00","BZN|BG","3608.08","3643.00"
"01/01/2024 03:00 - 01/01/2024 04:00","BZN|BG","3521.38","3570.00"
"01/01/2024 04:00 - 01/01/2024 05:00","BZN|BG","3486.74","3530.00"
"01/01/2024 05:00 - 01/01/2024 06:00","BZN|BG","3496.48","3511.00"
"01/01/2024 06:00 - 01/01/2024 07:00","BZN|BG","3577.47","3607.00"
"01/01/2024 07:00 - 01/01/2024 08:00","BZN|BG","3769.97","3799.00"
"01/01/2024 08:00 - 01/01/2024 09:00","BZN|BG","3940.41","3960.00"
"01/01/2024 09:00 - 01/01/2024 10:00","BZN|BG","4009.60","4012.00"
"01/01/2024 10:00 - 01/01/2024 11:00","BZN|BG","4005.86","3966.00"
"01/01/2024 11:00 - 01/01/2024 12:00","BZN|BG","3966.49","3874.00"
"01/01/2024 12:00 - 01/01/2024 13:00","BZN|BG","3850.13","3724.00"
"01/01/2024 13:00 - 01/01/2024 14:00","BZN|BG","3765.29","3636.00"
"01/01/2024 14:00 - 01/01/2024 15:00","BZN|BG","3820.14","3662.00"
"01/01/2024 15:00 - 01/01/2024 16:00","BZN|BG","4072.93","3911.00"
"01/01/2024 16:00 - 01/01/2024 17:00","BZN|BG","4551.86","4412.00"
"01/01/2024 17:00 - 01/01/2024 18:00","BZN|BG","4719.73","4634.00"
"01/01/2024 18:00 - 01/01/2024 19:00","BZN|BG","4685.90","4615.00"
"01/01/2024 19:00 - 01/01/2024 20:00","BZN|BG","4558.08","4513.00"
"01/01/2024 20:00 - 01/01/2024 21:00","BZN|BG","4388.22","4390.00"
"01/01/2024 21:00 - 01/01/2024 22:00","BZN|BG","4253.18","4320.00"
"01/01/2024 22:00 - 01/01/2024 23:00","BZN|BG","3985.04","4117.00"
"01/01/2024 23:00 - 02/01/2024 00:00","BZN|BG","3717.70","3903.00"
"02/01/2024 00:00 - 02/01/2024 01:00","BZN|BG","3506.19","3664.00"
"02/01/2024 01:00 - 02/01/2024 02:00","BZN|BG","3397.97","3589.00"
"02/01/2024 02:00 - 02/01/2024 03:00","BZN|BG","3359.33","3570.00"
"02/01/2024 03:00 - 02/01/2024 04:00","BZN|BG","3385.50","3572.00"
"02/01/2024 04:00 - 02/01/2024 05:00","BZN|BG","3519.71","3674.00"
"02/01/2024 05:00 - 02/01/2024 06:00","BZN|BG","3848.66","3937.00"
"02/01/2024 06:00 - 02/01/2024 07:00","BZN|BG","4280.38","4268.00"
"02/01/2024 07:00 - 02/01/2024 08:00","BZN|BG","4807.30","4653.00"
"02/01/2024 08:00 - 02/01/2024 09:00","BZN|BG","5187.70","4904.00"
"02/01/2024 09:00 - 02/01/2024 10:00","BZN|BG","5279.53","4942.00"
"02/01/2024 10:00 - 02/01/2024 11:00","BZN|BG","5289.09","4895.00"
"02/01/2024 11:00 - 02/01/2024 12:00","BZN|BG","5197.57","4761.00"
"02/01/2024 12:00 - 02/01/2024 13:00","BZN|BG","5028.08","4704.00"
"02/01/2024 13:00 - 02/01/2024 14:00","BZN|BG","4863.54","4646.00"
"02/01/2024 14:00 - 02/01/2024 15:00","BZN|BG","4850.65","4663.00"
"02/01/2024 15:00 - 02/01/2024 16:00","BZN|BG","4975.83","4776.00"
"02/01/2024 16:00 - 02/01/2024 17:00","BZN|BG","5281.81","5021.00"
"02/01/2024 17:00 - 02/01/2024 18:00","BZN|BG","5504.36","5165.00"
"02/01/2024 18:00 - 02/01/2024 19:00","BZN|BG","5490.69","5111.00"
"02/01/2024 19:00 - 02/01/2024 20:00","BZN|BG","5309.49","4941.00"
"02/01/2024 20:00 - 02/01/2024 21:00","BZN|BG","5144.00","4782.00"
"02/01/2024 21:00 - 02/01/2024 22:00","BZN|BG","4948.57","4667.00"
"02/01/2024 22:00 - 02/01/2024 23:00","BZN|BG","4601.50","4555.00"
"02/01/2024 23:00 - 03/01/2024 00:00","BZN|BG","4249.21","3948.00"
"03/01/2024 00:00 - 03/01/2024 01:00","BZN|BG","4014.89","3694.00"
"03/01/2024 01:00 - 03/01/2024 02:00","BZN|BG","3889.05","3590.00"
"03/01/2024 02:00 - 03/01/2024 03:00","BZN|BG","3827.12","3544.00"
"03/01/2024 03:00 - 03/01/2024 04:00","BZN|BG","3844.08","3576.00"
"03/01/2024 04:00 - 03/01/2024 05:00","BZN|BG","3997.19","3705.00"
