"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (BGN/MWh)","Intraday Period (CET/CEST)","Intraday Price (BGN/MWh)"
"03/01/2020 09:00:00 - 03/01/2020 10:00:00","BZN|BG","Without Sequence","113.05","",""
"03/01/2020 10:00:00 - 03/01/2020 11:00:00","BZN|BG","Without Sequence","104.89","",""
"03/01/2020 11:00:00 - 03/01/2020 12:00:00","BZN|BG","Without Sequence","104.07","",""
"03/01/2020 12:00:00 - 03/01/2020 13:00:00","BZN|BG","Without Sequence","104.07","",""
"03/01/2020 13:00:00 - 03/01/2020 14:00:00","BZN|BG","Without Sequence","104.95","",""
"03/01/2020 14:00:00 - 03/01/2020 15:00:00","BZN|BG","Without Sequence","135.13","",""
"03/01/2020 15:00:00 - 03/01/2020 16:00:00","BZN|BG","Without Sequence","185.04","",""
"03/01/2020 16:00:00 - 03/01/2020 17:00:00","BZN|BG","Without Sequence","185.02","",""
"03/01/2020 17:00:00 - 03/01/2020 18:00:00","BZN|BG","Without Sequence","174.03","",""
"03/01/2020 18:00:00 - 03/01/2020 19:00:00","BZN|BG","Without Sequence","156.76","",""
"03/01/2020 19:00:00 - 03/01/2020 20:00:00","BZN|BG","Without Sequence","152.83","",""
"03/01/2020 20:00:00 - 03/01/2020 21:00:00","BZN|BG","Without Sequence","137.12","",""
"03/01/2020 21:00:00 - 03/01/2020 22:00:00","BZN|BG","Without Sequence","113.01","",""
"03/01/2020 22:00:00 - 03/01/2020 23:00:00","BZN|BG","Without Sequence","104.09","",""
"03/01/2020 23:00:00 - 04/01/2020 00:00:00","BZN|BG","Without Sequence","85.06","",""
"04/01/2020 00:00:00 - 04/01/2020 01:00:00","BZN|BG","Without Sequence","98.12","",""
"04/01/2020 01:00:00 - 04/01/2020 02:00:00","BZN|BG","Without Sequence","95.52","",""
"04/01/2020 02:00:00 - 04/01/2020 03:00:00","BZN|BG","Without Sequence","88.40","",""
"04/01/2020 03:00:00 - 04/01/2020 04:00:00","BZN|BG","Without Sequence","90.83","",""
"04/01/2020 04:00:00 - 04/01/2020 05:00:00","BZN|BG","Without Sequence","98.12","",""
"04/01/2020 05:00:00 - 04/01/2020 06:00:00","BZN|BG","Without Sequence","90.32","",""
"04/01/2020 06:00:00 - 04/01/2020 07:00:00","BZN|BG","Without Sequence","99.02","",""
"04/01/2020 07:00:00 - 04/01/2020 08:00:00","BZN|BG","Without Sequence","99.08","",""
"04/01/2020 08:00:00 - 04/01/2020 09:00:00","BZN|BG","Without Sequence","99.00","",""
"04/01/2020 09:00:00 - 04/01/2020 10:00:00","BZN|BG","Without Sequence","94.33","",""
"04/01/2020 10:00:00 - 04/01/2020 11:00:00","BZN|BG","Without Sequence","84.49","",""
"04/01/2020 11:00:00 - 04/01/2020 12:00:00","BZN|BG","Without Sequence","87.25","",""
"04/01/2020 12:00:00 - 04/01/2020 13:00:00","BZN|BG","Without Sequence","87.29","",""
"04/01/2020 13:00:00 - 04/01/2020 14:00:00","BZN|BG","Without Sequence","88.42","",""
"04/01/2020 14:00:00 - 04/01/2020 15:00:00","BZN|BG","Without Sequence","89.36","",""
"04/01/2020 15:00:00 - 04/01/2020 16:00:00","BZN|BG","Without Sequence","99.00","",""
"04/01/2020 16:00:00 - 04/01/2020 17:00:00","BZN|BG","Without Sequence","99.02","",""
"04/01/2020 17:00:00 - 04/01/2020 18:00:00","BZN|BG","Without Sequence","102.33","",""
"04/01/2020 18:00:00 - 04/01/2020 19:00:00","BZN|BG","Without Sequence","99.73","",""
"04/01/2020 19:00:00 - 04/01/2020 20:00:00","BZN|BG","Without Sequence","99.69","",""
"04/01/2020 20:00:00 - 04/01/2020 21:00:00","BZN|BG","Without Sequence","99.06","",""
"04/01/2020 21:00:00 - 04/01/2020 22:00:00","BZN|BG","Without Sequence","93.37","",""
"04/01/2020 22:00:00 - 04/01/2020 23:00:00","BZN|BG","Without Sequence","87.58","",""
"04/01/2020 23:00:00 - 05/01/2020 00:00:00","BZN|BG","Without Sequence","80.70","",""
"05/01/2020 00:00:00 - 05/01/2020 01:00:00","BZN|BG","Without Sequence","98.10","",""
"05/01/2020 01:00:00 - 05/01/2020 02:00:00","BZN|BG","Without Sequence","86.15","",""
"05/01/2020 02:00:00 - 05/01/2020 03:00:00","BZN|BG","Without Sequence","75.71","",""
"05/01/2020 03:00:00 - 05/01/2020 04:00:00","BZN|BG","Without Sequence","74.91","",""
"05/01/2020 04:00:00 - 05/01/2020 05:00:00","BZN|BG","Without Sequence","78.02","",""
"05/01/2020 05:00:00 - 05/01/2020 06:00:00","BZN|BG","Without Sequence","88.05","",""
"05/01/2020 06:00:00 - 05/01/2020 07:00:00","BZN|BG","Without Sequence","84.16","",""
"05/01/2020 07:00:00 - 05/01/2020 08:00:00","BZN|BG","Without Sequence","91.90","",""
"05/01/2020 08:00:00 - 05/01/2020 09:00:00","BZN|BG","Without Sequence","99.06","",""
"05/01/2020 09:00:00 - 05/01/2020 10:00:00","BZN|BG","Without Sequence","99.04","",""
"05/01/2020 10:00:00 - 05/01/2020 11:00:00","BZN|BG","Without Sequence","99.04","",""
"05/01/2020 11:00:00 - 05/01/2020 12:00:00","BZN|BG","Without Sequence","97.65","",""
"05/01/2020 12:00:00 - 05/01/2020 13:00:00","BZN|BG","Without Sequence","90.99","",""
"05/01/2020 13:00:00 - 05/01/2020 14:00:00","BZN|BG","Without Sequence","84.63","",""
"05/01/2020 14:00:00 - 05/01/2020 15:00:00","BZN|BG","Without Sequence","90.05","",""
"05/01/2020 15:00:00 - 05/01/2020 16:00:00","BZN|BG","Without Sequence","91.96","",""
"05/01/2020 16:00:00 - 05/01/2020 17:00:00","BZN|BG","Without Sequence","99.02","",""
"05/01/2020 17:00:00 - 05/01/2020 18:00:00","BZN|BG","Without Sequence","99.04","",""
"05/01/2020 18:00:00 - 05/01/2020 19:00:00","BZN|BG","Without Sequence","99.04","",""
"05/01/2020 19:00:00 - 05/01/2020 20:00:00","BZN|BG","Without Sequence","99.04","",""
"05/01/2020 20:00:00 - 05/01/2020 21:00:00","BZN|BG","Without Sequence","99.00","",""
"05/01/2020 21:00:00 - 05/01/2020 22:00:00","BZN|BG","Without Sequence","93.78","",""
"05/01/2020 22:00:00 - 05/01/2020 23:00:00","BZN|BG","Without Sequence","97.71","",""
"05/01/2020 23:00:00 - 06/01/2020 00:00:00","BZN|BG","Without Sequence","78.19","",""
"06/01/2020 00:00:00 - 06/01/2020 01:00:00","BZN|BG","Without Sequence","49.19","",""
"06/01/2020 01:00:00 - 06/01/2020 02:00:00","BZN|BG","Without Sequence","45.22","",""
"06/01/2020 02:00:00 - 06/01/2020 03:00:00","BZN|BG","Without Sequence","44.03","",""
"06/01/2020 03:00:00 - 06/01/2020 04:00:00","BZN|BG","Without Sequence","42.97","",""
"06/01/2020 04:00:00 - 06/01/2020 05:00:00","BZN|BG","Without Sequence","44.94","",""
"06/01/2020 05:00:00 - 06/01/2020 06:00:00","BZN|BG","Without Sequence","58.75","",""
"06/01/2020 06:00:00 - 06/01/2020 07:00:00","BZN|BG","Without Sequence","75.40","",""
"06/01/2020 07:00:00 - 06/01/2020 08:00:00","BZN|BG","Without Sequence","99.90","",""
"06/01/2020 08:00:00 - 06/01/2020 09:00:00","BZN|BG","Without Sequence","99.98","",""
"06/01/2020 09:00:00 - 06/01/2020 10:00:00","BZN|BG","Without Sequence","99.92","",""
"06/01/2020 10:00:00 - 06/01/2020 11:00:00","BZN|BG","Without Sequence","100.00","",""
"06/01/2020 11:00:00 - 06/01/2020 12:00:00","BZN|BG","Without Sequence","99.94","",""
"06/01/2020 12:00:00 - 06/01/2020 13:00:00","BZN|BG","Without Sequence","99.94","",""
"06/01/2020 13:00:00 - 06/01/2020 14:00:00","BZN|BG","Without Sequence","99.94","",""
"06/01/2020 14:00:00 - 06/01/2020 15:00:00","BZN|BG","Without Sequence","99.94","",""
"06/01/2020 15:00:00 - 06/01/2020 16:00:00","BZN|BG","Without Sequence","89.95","",""
"06/01/2020 16:00:00 - 06/01/2020 17:00:00","BZN|BG","Without Sequence","88.68","",""
"06/01/2020 17:00:00 - 06/01/2020 18:00:00","BZN|BG","Without Sequence","90.42","",""
"06/01/2020 18:00:00 - 06/01/2020 19:00:00","BZN|BG","Without Sequence","89.77","",""
"06/01/2020 19:00:00 - 06/01/2020 20:00:00","BZN|BG","Without Sequence","86.02","",""
"06/01/2020 20:00:00 - 06/01/2020 21:00:00","BZN|BG","Without Sequence","84.16","",""
"06/01/2020 21:00:00 - 06/01/2020 22:00:00","BZN|BG","Without Sequence","72.37","",""
"06/01/2020 22:00:00 - 06/01/2020 23:00:00","BZN|BG","Without Sequence","69.33","",""
"06/01/2020 23:00:00 - 07/01/2020 00:00:00","BZN|BG","Without Sequence","56.60","",""
"07/01/2020 00:00:00 - 07/01/2020 01:00:00","BZN|BG","Without Sequence","59.56","",""
"07/01/2020 01:00:00 - 07/01/2020 02:00:00","BZN|BG","Without Sequence","53.00","",""
"07/01/2020 02:00:00 - 07/01/2020 03:00:00","BZN|BG","Without Sequence","49.01","",""
"07/01/2020 03:00:00 - 07/01/2020 04:00:00","BZN|BG","Without Sequence","48.86","",""
"07/01/2020 04:00:00 - 07/01/2020 05:00:00","BZN|BG","Without Sequence","59.73","",""
"07/01/2020 05:00:00 - 07/01/2020 06:00:00","BZN|BG","Without Sequence","98.10","",""
"07/01/2020 06:00:00 - 07/01/2020 07:00:00","BZN|BG","Without Sequence","109.02","",""
"07/01/2020 07:00:00 - 07/01/2020 08:00:00","BZN|BG","Without Sequence","109.10","",""
"07/01/2020 08:00:00 - 07/01/2020 09:00:00","BZN|BG","Without Sequence","118.46","",""
"07/01/2020 09:00:00 - 07/01/2020 10:00:00","BZN|BG","Without Sequence","107.22","",""
"07/01/2020 10:00:00 - 07/01/2020 11:00:00","BZN|BG","Without Sequence","99.88","",""
"07/01/2020 11:00:00 - 07/01/2020 12:00:00","BZN|BG","Without Sequence","99.81","",""
"07/01/2020 12:00:00 - 07/01/2020 13:00:00","BZN|BG","Without Sequence","99.83","",""
"07/01/2020 13:00:00 - 07/01/2020 14:00:00","BZN|BG","Without Sequence","99.85","",""
"07/01/2020 14:00:00 - 07/01/2020 15:00:00","BZN|BG","Without Sequence","109.06","",""
"07/01/2020 15:00:00 - 07/01/2020 16:00:00","BZN|BG","Without Sequence","120.50","",""
"07/01/2020 16:00:00 - 07/01/2020 17:00:00","BZN|BG","Without Sequence","117.72","",""
"07/01/2020 17:00:00 - 07/01/2020 18:00:00","BZN|BG","Without Sequence","127.15","",""
"07/01/2020 18:00:00 - 07/01/2020 19:00:00","BZN|BG","Without Sequence","115.86","",""
"07/01/2020 19:00:00 - 07/01/2020 20:00:00","BZN|BG","Without Sequence","109.98","",""
"07/01/2020 20:00:00 - 07/01/2020 21:00:00","BZN|BG","Without Sequence","116.65","",""
"07/01/2020 21:00:00 - 07/01/2020 22:00:00","BZN|BG","Without Sequence","111.95","",""
"07/01/2020 22:00:00 - 07/01/2020 23:00:00","BZN|BG","Without Sequence","99.85","",""
"07/01/2020 23:00:00 - 08/01/2020 00:00:00","BZN|BG","Without Sequence","89.01","",""
"08/01/2020 00:00:00 - 08/01/2020 01:00:00","BZN|BG","Without Sequence","82.26","",""
"08/01/2020 01:00:00 - 08/01/2020 02:00:00","BZN|BG","Without Sequence","73.64","",""
"08/01/2020 02:00:00 - 08/01/2020 03:00:00","BZN|BG","Without Sequence","64.95","",""
"08/01/2020 03:00:00 - 08/01/2020 04:00:00","BZN|BG","Without Sequence","68.43","",""
"08/01/2020 04:00:00 - 08/01/2020 05:00:00","BZN|BG","Without Sequence","82.97","",""
"08/01/2020 05:00:00 - 08/01/2020 06:00:00","BZN|BG","Without Sequence","96.97","",""
"08/01/2020 06:00:00 - 08/01/2020 07:00:00","BZN|BG","Without Sequence","105.69","",""
"08/01/2020 07:00:00 - 08/01/2020 08:00:00","BZN|BG","Without Sequence","136.79","",""
"08/01/2020 08:00:00 - 08/01/2020 09:00:00","BZN|BG","Without Sequence","130.06","",""
"08/01/2020 09:00:00 - 08/01/2020 10:00:00","BZN|BG","Without Sequence","125.06","",""
"08/01/2020 10:00:00 - 08/01/2020 11:00:00","BZN|BG","Without Sequence","115.08","",""
"08/01/2020 11:00:00 - 08/01/2020 12:00:00","BZN|BG","Without Sequence","105.58","",""
"08/01/2020 12:00:00 - 08/01/2020 13:00:00","BZN|BG","Without Sequence","115.08","",""
"08/01/2020 13:00:00 - 08/01/2020 14:00:00","BZN|BG","Without Sequence","123.24","",""
"08/01/2020 14:00:00 - 08/01/2020 15:00:00","BZN|BG","Without Sequence","123.33","",""
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|BG","Without Sequence","137.44","",""
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|BG","Without Sequence","154.10","",""
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|BG","Without Sequence","150.76","",""
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|BG","Without Sequence","150.01","",""
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|BG","Without Sequence","138.90","",""
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|BG","Without Sequence","136.83","",""
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|BG","Without Sequence","130.06","",""
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|BG","Without Sequence","111.27","",""
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|BG","Without Sequence","98.16","",""
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|BG","Without Sequence","98.10","",""
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|BG","Without Sequence","83.51","",""
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|BG","Without Sequence","74.50","",""
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|BG","Without Sequence","79.19","",""
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|BG","Without Sequence","93.39","",""
"09/01/2020 05:00:00 - 09/01/2020 06:00:00","BZN|BG","Without Sequence","98.20","",""
"09/01/2020 06:00:00 - 09/01/2020 07:00:00","BZN|BG","Without Sequence","185.04","",""
"09/01/2020 07:00:00 - 09/01/2020 08:00:00","BZN|BG","Without Sequence","195.47","",""
"09/01/2020 08:00:00 - 09/01/2020 09:00:00","BZN|BG","Without Sequence","187.33","",""
"09/01/2020 09:00:00 - 09/01/2020 10:00:00","BZN|BG","Without Sequence","182.89","",""
"09/01/2020 10:00:00 - 09/01/2020 11:00:00","BZN|BG","Without Sequence","166.28","",""
"09/01/2020 11:00:00 - 09/01/2020 12:00:00","BZN|BG","Without Sequence","133.11","",""
"09/01/2020 12:00:00 - 09/01/2020 13:00:00","BZN|BG","Without Sequence","166.38","",""
"09/01/2020 13:00:00 - 09/01/2020 14:00:00","BZN|BG","Without Sequence","170.04","",""
"09/01/2020 14:00:00 - 09/01/2020 15:00:00","BZN|BG","Without Sequence","200.02","",""
"09/01/2020 15:00:00 - 09/01/2020 16:00:00","BZN|BG","Without Sequence","187.33","",""
"09/01/2020 16:00:00 - 09/01/2020 17:00:00","BZN|BG","Without Sequence","180.03","",""
"09/01/2020 17:00:00 - 09/01/2020 18:00:00","BZN|BG","Without Sequence","182.85","",""
"09/01/2020 18:00:00 - 09/01/2020 19:00:00","BZN|BG","Without Sequence","170.04","",""
"09/01/2020 19:00:00 - 09/01/2020 20:00:00","BZN|BG","Without Sequence","154.94","",""
"09/01/2020 20:00:00 - 09/01/2020 21:00:00","BZN|BG","Without Sequence","146.75","",""
"09/01/2020 21:00:00 - 09/01/2020 22:00:00","BZN|BG","Without Sequence","134.95","",""
"09/01/2020 22:00:00 - 09/01/2020 23:00:00","BZN|BG","Without Sequence","125.00","",""
"09/01/2020 23:00:00 - 10/01/2020 00:00:00","BZN|BG","Without Sequence","98.59","",""
"10/01/2020 00:00:00 - 10/01/2020 01:00:00","BZN|BG","Without Sequence","98.12","",""
"10/01/2020 01:00:00 - 10/01/2020 02:00:00","BZN|BG","Without Sequence","98.14","",""
"10/01/2020 02:00:00 - 10/01/2020 03:00:00","BZN|BG","Without Sequence","98.10","",""
"10/01/2020 03:00:00 - 10/01/2020 04:00:00","BZN|BG","Without Sequence","98.10","",""
"10/01/2020 04:00:00 - 10/01/2020 05:00:00","BZN|BG","Without Sequence","98.18","",""
"10/01/2020 05:00:00 - 10/01/2020 06:00:00","BZN|BG","Without Sequence","106.79","",""
"10/01/2020 06:00:00 - 10/01/2020 07:00:00","BZN|BG","Without Sequence","134.95","",""
"10/01/2020 07:00:00 - 10/01/2020 08:00:00","BZN|BG","Without Sequence","182.87","",""
"10/01/2020 08:00:00 - 10/01/2020 09:00:00","BZN|BG","Without Sequence","150.05","",""
"10/01/2020 09:00:00 - 10/01/2020 10:00:00","BZN|BG","Without Sequence","115.08","",""
"10/01/2020 10:00:00 - 10/01/2020 11:00:00","BZN|BG","Without Sequence","104.05","",""
"10/01/2020 11:00:00 - 10/01/2020 12:00:00","BZN|BG","Without Sequence","99.06","",""
"10/01/2020 12:00:00 - 10/01/2020 13:00:00","BZN|BG","Without Sequence","99.04","",""
"10/01/2020 13:00:00 - 10/01/2020 14:00:00","BZN|BG","Without Sequence","99.06","",""
"10/01/2020 14:00:00 - 10/01/2020 15:00:00","BZN|BG","Without Sequence","115.08","",""
"10/01/2020 15:00:00 - 10/01/2020 16:00:00","BZN|BG","Without Sequence","136.05","",""
"10/01/2020 16:00:00 - 10/01/2020 17:00:00","BZN|BG","Without Sequence","136.07","",""
"10/01/2020 17:00:00 - 10/01/2020 18:00:00","BZN|BG","Without Sequence","136.01","",""
"10/01/2020 18:00:00 - 10/01/2020 19:00:00","BZN|BG","Without Sequence","136.95","",""
"10/01/2020 19:00:00 - 10/01/2020 20:00:00","BZN|BG","Without Sequence","136.11","",""
"10/01/2020 20:00:00 - 10/01/2020 21:00:00","BZN|BG","Without Sequence","134.95","",""
"10/01/2020 21:00:00 - 10/01/2020 22:00:00","BZN|BG","Without Sequence","106.36","",""
"10/01/2020 22:00:00 - 10/01/2020 23:00:00","BZN|BG","Without Sequence","92.57","",""
"10/01/2020 23:00:00 - 11/01/2020 00:00:00","BZN|BG","Without Sequence","99.77","",""
"11/01/2020 00:00:00 - 11/01/2020 01:00:00","BZN|BG","Without Sequence","98.18","",""
"11/01/2020 01:00:00 - 11/01/2020 02:00:00","BZN|BG","Without Sequence","98.12","",""
"11/01/2020 02:00:00 - 11/01/2020 03:00:00","BZN|BG","Without Sequence","98.10","",""
"11/01/2020 03:00:00 - 11/01/2020 04:00:00","BZN|BG","Without Sequence","98.10","",""
"11/01/2020 04:00:00 - 11/01/2020 05:00:00","BZN|BG","Without Sequence","95.82","",""
"11/01/2020 05:00:00 - 11/01/2020 06:00:00","BZN|BG","Without Sequence","98.12","",""
"11/01/2020 06:00:00 - 11/01/2020 07:00:00","BZN|BG","Without Sequence","99.85","",""
"11/01/2020 07:00:00 - 11/01/2020 08:00:00","BZN|BG","Without Sequence","100.37","",""
"11/01/2020 08:00:00 - 11/01/2020 09:00:00","BZN|BG","Without Sequence","99.88","",""
"11/01/2020 09:00:00 - 11/01/2020 10:00:00","BZN|BG","Without Sequence","99.86","",""
"11/01/2020 10:00:00 - 11/01/2020 11:00:00","BZN|BG","Without Sequence","99.81","",""
"11/01/2020 11:00:00 - 11/01/2020 12:00:00","BZN|BG","Without Sequence","99.81","",""
"11/01/2020 12:00:00 - 11/01/2020 13:00:00","BZN|BG","Without Sequence","87.95","",""
"11/01/2020 13:00:00 - 11/01/2020 14:00:00","BZN|BG","Without Sequence","88.15","",""
"11/01/2020 14:00:00 - 11/01/2020 15:00:00","BZN|BG","Without Sequence","99.85","",""
"11/01/2020 15:00:00 - 11/01/2020 16:00:00","BZN|BG","Without Sequence","105.16","",""
"11/01/2020 16:00:00 - 11/01/2020 17:00:00","BZN|BG","Without Sequence","124.25","",""
"11/01/2020 17:00:00 - 11/01/2020 18:00:00","BZN|BG","Without Sequence","135.95","",""
"11/01/2020 18:00:00 - 11/01/2020 19:00:00","BZN|BG","Without Sequence","113.03","",""
"11/01/2020 19:00:00 - 11/01/2020 20:00:00","BZN|BG","Without Sequence","113.01","",""
"11/01/2020 20:00:00 - 11/01/2020 21:00:00","BZN|BG","Without Sequence","99.88","",""
"11/01/2020 21:00:00 - 11/01/2020 22:00:00","BZN|BG","Without Sequence","99.85","",""
"11/01/2020 22:00:00 - 11/01/2020 23:00:00","BZN|BG","Without Sequence","94.99","",""
"11/01/2020 23:00:00 - 12/01/2020 00:00:00","BZN|BG","Without Sequence","86.15","",""
"12/01/2020 00:00:00 - 12/01/2020 01:00:00","BZN|BG","Without Sequence","87.41","",""
"12/01/2020 01:00:00 - 12/01/2020 02:00:00","BZN|BG","Without Sequence","86.66","",""
"12/01/2020 02:00:00 - 12/01/2020 03:00:00","BZN|BG","Without Sequence","86.66","",""
"12/01/2020 03:00:00 - 12/01/2020 04:00:00","BZN|BG","Without Sequence","66.77","",""
"12/01/2020 04:00:00 - 12/01/2020 05:00:00","BZN|BG","Without Sequence","96.25","",""
"12/01/2020 05:00:00 - 12/01/2020 06:00:00","BZN|BG","Without Sequence","86.00","",""
"12/01/2020 06:00:00 - 12/01/2020 07:00:00","BZN|BG","Without Sequence","76.18","",""
"12/01/2020 07:00:00 - 12/01/2020 08:00:00","BZN|BG","Without Sequence","91.04","",""
"12/01/2020 08:00:00 - 12/01/2020 09:00:00","BZN|BG","Without Sequence","82.65","",""
"12/01/2020 09:00:00 - 12/01/2020 10:00:00","BZN|BG","Without Sequence","107.43","",""
"12/01/2020 10:00:00 - 12/01/2020 11:00:00","BZN|BG","Without Sequence","99.04","",""
"12/01/2020 11:00:00 - 12/01/2020 12:00:00","BZN|BG","Without Sequence","105.42","",""
"12/01/2020 12:00:00 - 12/01/2020 13:00:00","BZN|BG","Without Sequence","99.10","",""
