"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (BGN/MWh)","Intraday Period (CET/CEST)","Intraday Price (BGN/MWh)"
"02/01/2017 05:00:00 - 02/01/2017 06:00:00","BZN|BG","Without Sequence","44.06","",""
"02/01/2017 06:00:00 - 02/01/2017 07:00:00","BZN|BG","Without Sequence","44.08","",""
"02/01/2017 07:00:00 - 02/01/2017 08:00:00","BZN|BG","Without Sequence","44.10","",""
"02/01/2017 08:00:00 - 02/01/2017 09:00:00","BZN|BG","Without Sequence","56.56","",""
"02/01/2017 09:00:00 - 02/01/2017 10:00:00","BZN|BG","Without Sequence","77.94","",""
"02/01/2017 10:00:00 - 02/01/2017 11:00:00","BZN|BG","Without Sequence","92.16","",""
"02/01/2017 11:00:00 - 02/01/2017 12:00:00","BZN|BG","Without Sequence","92.14","",""
"02/01/2017 12:00:00 - 02/01/2017 13:00:00","BZN|BG","Without Sequence","92.12","",""
"02/01/2017 13:00:00 - 02/01/2017 14:00:00","BZN|BG","Without Sequence","86.45","",""
"02/01/2017 14:00:00 - 02/01/2017 15:00:00","BZN|BG","Without Sequence","70.78","",""
"02/01/2017 15:00:00 - 02/01/2017 16:00:00","BZN|BG","Without Sequence","70.68","",""
"02/01/2017 16:00:00 - 02/01/2017 17:00:00","BZN|BG","Without Sequence","101.80","",""
"02/01/2017 17:00:00 - 02/01/2017 18:00:00","BZN|BG","Without Sequence","103.95","",""
"02/01/2017 18:00:00 - 02/01/2017 19:00:00","BZN|BG","Without Sequence","45.30","",""
"02/01/2017 19:00:00 - 02/01/2017 20:00:00","BZN|BG","Without Sequence","45.24","",""
"02/01/2017 20:00:00 - 02/01/2017 21:00:00","BZN|BG","Without Sequence","44.10","",""
"02/01/2017 21:00:00 - 02/01/2017 22:00:00","BZN|BG","Without Sequence","44.10","",""
"02/01/2017 22:00:00 - 02/01/2017 23:00:00","BZN|BG","Without Sequence","44.06","",""
"02/01/2017 23:00:00 - 03/01/2017 00:00:00","BZN|BG","Without Sequence","51.20","",""
"03/01/2017 00:00:00 - 03/01/2017 01:00:00","BZN|BG","Without Sequence","44.01","",""
"03/01/2017 01:00:00 - 03/01/2017 02:00:00","BZN|BG","Without Sequence","41.35","",""
"03/01/2017 02:00:00 - 03/01/2017 03:00:00","BZN|BG","Without Sequence","41.95","",""
"03/01/2017 03:00:00 - 03/01/2017 04:00:00","BZN|BG","Without Sequence","43.69","",""
"03/01/2017 04:00:00 - 03/01/2017 05:00:00","BZN|BG","Without Sequence","44.04","",""
"03/01/2017 05:00:00 - 03/01/2017 06:00:00","BZN|BG","Without Sequence","51.24","",""
"03/01/2017 06:00:00 - 03/01/2017 07:00:00","BZN|BG","Without Sequence","103.81","",""
"03/01/2017 07:00:00 - 03/01/2017 08:00:00","BZN|BG","Without Sequence","144.40","",""
"03/01/2017 08:00:00 - 03/01/2017 09:00:00","BZN|BG","Without Sequence","160.18","",""
"03/01/2017 09:00:00 - 03/01/2017 10:00:00","BZN|BG","Without Sequence","160.40","",""
"03/01/2017 10:00:00 - 03/01/2017 11:00:00","BZN|BG","Without Sequence","161.00","",""
"03/01/2017 11:00:00 - 03/01/2017 12:00:00","BZN|BG","Without Sequence","150.73","",""
"03/01/2017 12:00:00 - 03/01/2017 13:00:00","BZN|BG","Without Sequence","146.63","",""
"03/01/2017 13:00:00 - 03/01/2017 14:00:00","BZN|BG","Without Sequence","144.55","",""
"03/01/2017 14:00:00 - 03/01/2017 15:00:00","BZN|BG","Without Sequence","144.40","",""
"03/01/2017 15:00:00 - 03/01/2017 16:00:00","BZN|BG","Without Sequence","144.38","",""
"03/01/2017 16:00:00 - 03/01/2017 17:00:00","BZN|BG","Without Sequence","141.72","",""
"03/01/2017 17:00:00 - 03/01/2017 18:00:00","BZN|BG","Without Sequence","109.52","",""
"03/01/2017 18:00:00 - 03/01/2017 19:00:00","BZN|BG","Without Sequence","63.95","",""
"03/01/2017 19:00:00 - 03/01/2017 20:00:00","BZN|BG","Without Sequence","44.08","",""
"03/01/2017 20:00:00 - 03/01/2017 21:00:00","BZN|BG","Without Sequence","44.06","",""
"03/01/2017 21:00:00 - 03/01/2017 22:00:00","BZN|BG","Without Sequence","44.08","",""
"03/01/2017 22:00:00 - 03/01/2017 23:00:00","BZN|BG","Without Sequence","44.87","",""
"03/01/2017 23:00:00 - 04/01/2017 00:00:00","BZN|BG","Without Sequence","58.58","",""
"04/01/2017 00:00:00 - 04/01/2017 01:00:00","BZN|BG","Without Sequence","64.07","",""
"04/01/2017 01:00:00 - 04/01/2017 02:00:00","BZN|BG","Without Sequence","58.54","",""
"04/01/2017 02:00:00 - 04/01/2017 03:00:00","BZN|BG","Without Sequence","44.10","",""
"04/01/2017 03:00:00 - 04/01/2017 04:00:00","BZN|BG","Without Sequence","44.08","",""
"04/01/2017 04:00:00 - 04/01/2017 05:00:00","BZN|BG","Without Sequence","70.02","",""
"04/01/2017 05:00:00 - 04/01/2017 06:00:00","BZN|BG","Without Sequence","117.35","",""
"04/01/2017 06:00:00 - 04/01/2017 07:00:00","BZN|BG","Without Sequence","132.80","",""
"04/01/2017 07:00:00 - 04/01/2017 08:00:00","BZN|BG","Without Sequence","156.27","",""
"04/01/2017 08:00:00 - 04/01/2017 09:00:00","BZN|BG","Without Sequence","155.27","",""
"04/01/2017 09:00:00 - 04/01/2017 10:00:00","BZN|BG","Without Sequence","156.33","",""
"04/01/2017 10:00:00 - 04/01/2017 11:00:00","BZN|BG","Without Sequence","151.59","",""
"04/01/2017 11:00:00 - 04/01/2017 12:00:00","BZN|BG","Without Sequence","144.73","",""
"04/01/2017 12:00:00 - 04/01/2017 13:00:00","BZN|BG","Without Sequence","144.75","",""
"04/01/2017 13:00:00 - 04/01/2017 14:00:00","BZN|BG","Without Sequence","139.78","",""
"04/01/2017 14:00:00 - 04/01/2017 15:00:00","BZN|BG","Without Sequence","142.77","",""
"04/01/2017 15:00:00 - 04/01/2017 16:00:00","BZN|BG","Without Sequence","140.43","",""
"04/01/2017 16:00:00 - 04/01/2017 17:00:00","BZN|BG","Without Sequence","154.96","",""
"04/01/2017 17:00:00 - 04/01/2017 18:00:00","BZN|BG","Without Sequence","144.79","",""
"04/01/2017 18:00:00 - 04/01/2017 19:00:00","BZN|BG","Without Sequence","144.75","",""
"04/01/2017 19:00:00 - 04/01/2017 20:00:00","BZN|BG","Without Sequence","68.65","",""
"04/01/2017 20:00:00 - 04/01/2017 21:00:00","BZN|BG","Without Sequence","115.08","",""
"04/01/2017 21:00:00 - 04/01/2017 22:00:00","BZN|BG","Without Sequence","97.81","",""
"04/01/2017 22:00:00 - 04/01/2017 23:00:00","BZN|BG","Without Sequence","54.82","",""
"04/01/2017 23:00:00 - 05/01/2017 00:00:00","BZN|BG","Without Sequence","54.92","",""
"05/01/2017 00:00:00 - 05/01/2017 01:00:00","BZN|BG","Without Sequence","52.65","",""
"05/01/2017 01:00:00 - 05/01/2017 02:00:00","BZN|BG","Without Sequence","50.48","",""
"05/01/2017 02:00:00 - 05/01/2017 03:00:00","BZN|BG","Without Sequence","47.37","",""
"05/01/2017 03:00:00 - 05/01/2017 04:00:00","BZN|BG","Without Sequence","48.37","",""
"05/01/2017 04:00:00 - 05/01/2017 05:00:00","BZN|BG","Without Sequence","52.00","",""
"05/01/2017 05:00:00 - 05/01/2017 06:00:00","BZN|BG","Without Sequence","62.35","",""
"05/01/2017 06:00:00 - 05/01/2017 07:00:00","BZN|BG","Without Sequence","81.01","",""
"05/01/2017 07:00:00 - 05/01/2017 08:00:00","BZN|BG","Without Sequence","96.97","",""
"05/01/2017 08:00:00 - 05/01/2017 09:00:00","BZN|BG","Without Sequence","115.55","",""
"05/01/2017 09:00:00 - 05/01/2017 10:00:00","BZN|BG","Without Sequence","140.80","",""
"05/01/2017 10:00:00 - 05/01/2017 11:00:00","BZN|BG","Without Sequence","145.00","",""
"05/01/2017 11:00:00 - 05/01/2017 12:00:00","BZN|BG","Without Sequence","110.17","",""
"05/01/2017 12:00:00 - 05/01/2017 13:00:00","BZN|BG","Without Sequence","111.62","",""
"05/01/2017 13:00:00 - 05/01/2017 14:00:00","BZN|BG","Without Sequence","99.04","",""
"05/01/2017 14:00:00 - 05/01/2017 15:00:00","BZN|BG","Without Sequence","87.82","",""
"05/01/2017 15:00:00 - 05/01/2017 16:00:00","BZN|BG","Without Sequence","65.62","",""
"05/01/2017 16:00:00 - 05/01/2017 17:00:00","BZN|BG","Without Sequence","63.90","",""
"05/01/2017 17:00:00 - 05/01/2017 18:00:00","BZN|BG","Without Sequence","46.98","",""
"05/01/2017 18:00:00 - 05/01/2017 19:00:00","BZN|BG","Without Sequence","49.91","",""
"05/01/2017 19:00:00 - 05/01/2017 20:00:00","BZN|BG","Without Sequence","47.12","",""
"05/01/2017 20:00:00 - 05/01/2017 21:00:00","BZN|BG","Without Sequence","44.10","",""
"05/01/2017 21:00:00 - 05/01/2017 22:00:00","BZN|BG","Without Sequence","44.06","",""
"05/01/2017 22:00:00 - 05/01/2017 23:00:00","BZN|BG","Without Sequence","52.00","",""
"05/01/2017 23:00:00 - 06/01/2017 00:00:00","BZN|BG","Without Sequence","44.08","",""
"06/01/2017 00:00:00 - 06/01/2017 01:00:00","BZN|BG","Without Sequence","44.01","",""
"06/01/2017 01:00:00 - 06/01/2017 02:00:00","BZN|BG","Without Sequence","43.83","",""
"06/01/2017 02:00:00 - 06/01/2017 03:00:00","BZN|BG","Without Sequence","43.95","",""
"06/01/2017 03:00:00 - 06/01/2017 04:00:00","BZN|BG","Without Sequence","44.01","",""
"06/01/2017 04:00:00 - 06/01/2017 05:00:00","BZN|BG","Without Sequence","44.10","",""
"06/01/2017 05:00:00 - 06/01/2017 06:00:00","BZN|BG","Without Sequence","70.04","",""
"06/01/2017 06:00:00 - 06/01/2017 07:00:00","BZN|BG","Without Sequence","111.68","",""
"06/01/2017 07:00:00 - 06/01/2017 08:00:00","BZN|BG","Without Sequence","125.99","",""
"06/01/2017 08:00:00 - 06/01/2017 09:00:00","BZN|BG","Without Sequence","128.50","",""
"06/01/2017 09:00:00 - 06/01/2017 10:00:00","BZN|BG","Without Sequence","127.64","",""
"06/01/2017 10:00:00 - 06/01/2017 11:00:00","BZN|BG","Without Sequence","129.53","",""
"06/01/2017 11:00:00 - 06/01/2017 12:00:00","BZN|BG","Without Sequence","123.51","",""
"06/01/2017 12:00:00 - 06/01/2017 13:00:00","BZN|BG","Without Sequence","123.33","",""
"06/01/2017 13:00:00 - 06/01/2017 14:00:00","BZN|BG","Without Sequence","125.25","",""
"06/01/2017 14:00:00 - 06/01/2017 15:00:00","BZN|BG","Without Sequence","119.62","",""
"06/01/2017 15:00:00 - 06/01/2017 16:00:00","BZN|BG","Without Sequence","127.64","",""
"06/01/2017 16:00:00 - 06/01/2017 17:00:00","BZN|BG","Without Sequence","137.20","",""
"06/01/2017 17:00:00 - 06/01/2017 18:00:00","BZN|BG","Without Sequence","144.04","",""
"06/01/2017 18:00:00 - 06/01/2017 19:00:00","BZN|BG","Without Sequence","90.08","",""
"06/01/2017 19:00:00 - 06/01/2017 20:00:00","BZN|BG","Without Sequence","80.54","",""
"06/01/2017 20:00:00 - 06/01/2017 21:00:00","BZN|BG","Without Sequence","80.54","",""
"06/01/2017 21:00:00 - 06/01/2017 22:00:00","BZN|BG","Without Sequence","44.08","",""
"06/01/2017 22:00:00 - 06/01/2017 23:00:00","BZN|BG","Without Sequence","44.08","",""
"06/01/2017 23:00:00 - 07/01/2017 00:00:00","BZN|BG","Without Sequence","44.10","",""
"07/01/2017 00:00:00 - 07/01/2017 01:00:00","BZN|BG","Without Sequence","47.62","",""
"07/01/2017 01:00:00 - 07/01/2017 02:00:00","BZN|BG","Without Sequence","47.00","",""
"07/01/2017 02:00:00 - 07/01/2017 03:00:00","BZN|BG","Without Sequence","46.98","",""
"07/01/2017 03:00:00 - 07/01/2017 04:00:00","BZN|BG","Without Sequence","46.98","",""
"07/01/2017 04:00:00 - 07/01/2017 05:00:00","BZN|BG","Without Sequence","73.56","",""
"07/01/2017 05:00:00 - 07/01/2017 06:00:00","BZN|BG","Without Sequence","76.06","",""
"07/01/2017 06:00:00 - 07/01/2017 07:00:00","BZN|BG","Without Sequence","47.12","",""
"07/01/2017 07:00:00 - 07/01/2017 08:00:00","BZN|BG","Without Sequence","78.31","",""
"07/01/2017 08:00:00 - 07/01/2017 09:00:00","BZN|BG","Without Sequence","68.57","",""
"07/01/2017 09:00:00 - 07/01/2017 10:00:00","BZN|BG","Without Sequence","68.57","",""
"07/01/2017 10:00:00 - 07/01/2017 11:00:00","BZN|BG","Without Sequence","64.07","",""
"07/01/2017 11:00:00 - 07/01/2017 12:00:00","BZN|BG","Without Sequence","44.08","",""
"07/01/2017 12:00:00 - 07/01/2017 13:00:00","BZN|BG","Without Sequence","47.33","",""
"07/01/2017 13:00:00 - 07/01/2017 14:00:00","BZN|BG","Without Sequence","68.57","",""
"07/01/2017 14:00:00 - 07/01/2017 15:00:00","BZN|BG","Without Sequence","71.62","",""
"07/01/2017 15:00:00 - 07/01/2017 16:00:00","BZN|BG","Without Sequence","74.24","",""
"07/01/2017 16:00:00 - 07/01/2017 17:00:00","BZN|BG","Without Sequence","64.03","",""
"07/01/2017 17:00:00 - 07/01/2017 18:00:00","BZN|BG","Without Sequence","77.18","",""
"07/01/2017 18:00:00 - 07/01/2017 19:00:00","BZN|BG","Without Sequence","83.32","",""
"07/01/2017 19:00:00 - 07/01/2017 20:00:00","BZN|BG","Without Sequence","78.37","",""
"07/01/2017 20:00:00 - 07/01/2017 21:00:00","BZN|BG","Without Sequence","119.99","",""
"07/01/2017 21:00:00 - 07/01/2017 22:00:00","BZN|BG","Without Sequence","116.84","",""
"07/01/2017 22:00:00 - 07/01/2017 23:00:00","BZN|BG","Without Sequence","44.10","",""
"07/01/2017 23:00:00 - 08/01/2017 00:00:00","BZN|BG","Without Sequence","44.10","",""
"08/01/2017 00:00:00 - 08/01/2017 01:00:00","BZN|BG","Without Sequence","124.56","",""
"08/01/2017 01:00:00 - 08/01/2017 02:00:00","BZN|BG","Without Sequence","70.06","",""
"08/01/2017 02:00:00 - 08/01/2017 03:00:00","BZN|BG","Without Sequence","44.10","",""
"08/01/2017 03:00:00 - 08/01/2017 04:00:00","BZN|BG","Without Sequence","44.10","",""
"08/01/2017 04:00:00 - 08/01/2017 05:00:00","BZN|BG","Without Sequence","94.80","",""
"08/01/2017 05:00:00 - 08/01/2017 06:00:00","BZN|BG","Without Sequence","99.65","",""
"08/01/2017 06:00:00 - 08/01/2017 07:00:00","BZN|BG","Without Sequence","95.48","",""
"08/01/2017 07:00:00 - 08/01/2017 08:00:00","BZN|BG","Without Sequence","121.06","",""
"08/01/2017 08:00:00 - 08/01/2017 09:00:00","BZN|BG","Without Sequence","89.93","",""
"08/01/2017 09:00:00 - 08/01/2017 10:00:00","BZN|BG","Without Sequence","94.56","",""
"08/01/2017 10:00:00 - 08/01/2017 11:00:00","BZN|BG","Without Sequence","101.11","",""
"08/01/2017 11:00:00 - 08/01/2017 12:00:00","BZN|BG","Without Sequence","119.46","",""
"08/01/2017 12:00:00 - 08/01/2017 13:00:00","BZN|BG","Without Sequence","94.25","",""
"08/01/2017 13:00:00 - 08/01/2017 14:00:00","BZN|BG","Without Sequence","125.00","",""
"08/01/2017 14:00:00 - 08/01/2017 15:00:00","BZN|BG","Without Sequence","121.10","",""
"08/01/2017 15:00:00 - 08/01/2017 16:00:00","BZN|BG","Without Sequence","123.08","",""
"08/01/2017 16:00:00 - 08/01/2017 17:00:00","BZN|BG","Without Sequence","122.53","",""
"08/01/2017 17:00:00 - 08/01/2017 18:00:00","BZN|BG","Without Sequence","146.59","",""
"08/01/2017 18:00:00 - 08/01/2017 19:00:00","BZN|BG","Without Sequence","149.60","",""
"08/01/2017 19:00:00 - 08/01/2017 20:00:00","BZN|BG","Without Sequence","149.54","",""
"08/01/2017 20:00:00 - 08/01/2017 21:00:00","BZN|BG","Without Sequence","142.64","",""
"08/01/2017 21:00:00 - 08/01/2017 22:00:00","BZN|BG","Without Sequence","134.38","",""
"08/01/2017 22:00:00 - 08/01/2017 23:00:00","BZN|BG","Without Sequence","143.03","",""
"08/01/2017 23:00:00 - 09/01/2017 00:00:00","BZN|BG","Without Sequence","130.96","",""
"09/01/2017 00:00:00 - 09/01/2017 01:00:00","BZN|BG","Without Sequence","130.90","",""
"09/01/2017 01:00:00 - 09/01/2017 02:00:00","BZN|BG","Without Sequence","130.55","",""
"09/01/2017 02:00:00 - 09/01/2017 03:00:00","BZN|BG","Without Sequence","125.17","",""
"09/01/2017 03:00:00 - 09/01/2017 04:00:00","BZN|BG","Without Sequence","123.14","",""
"09/01/2017 04:00:00 - 09/01/2017 05:00:00","BZN|BG","Without Sequence","130.59","",""
"09/01/2017 05:00:00 - 09/01/2017 06:00:00","BZN|BG","Without Sequence","150.01","",""
"09/01/2017 06:00:00 - 09/01/2017 07:00:00","BZN|BG","Without Sequence","155.39","",""
"09/01/2017 07:00:00 - 09/01/2017 08:00:00","BZN|BG","Without Sequence","191.57","",""
"09/01/2017 08:00:00 - 09/01/2017 09:00:00","BZN|BG","Without Sequence","197.38","",""
"09/01/2017 09:00:00 - 09/01/2017 10:00:00","BZN|BG","Without Sequence","191.59","",""
"09/01/2017 10:00:00 - 09/01/2017 11:00:00","BZN|BG","Without Sequence","191.47","",""
"09/01/2017 11:00:00 - 09/01/2017 12:00:00","BZN|BG","Without Sequence","184.18","",""
"09/01/2017 12:00:00 - 09/01/2017 13:00:00","BZN|BG","Without Sequence","192.41","",""
"09/01/2017 13:00:00 - 09/01/2017 14:00:00","BZN|BG","Without Sequence","198.38","",""
"09/01/2017 14:00:00 - 09/01/2017 15:00:00","BZN|BG","Without Sequence","200.00","",""
"09/01/2017 15:00:00 - 09/01/2017 16:00:00","BZN|BG","Without Sequence","195.80","",""
"09/01/2017 16:00:00 - 09/01/2017 17:00:00","BZN|BG","Without Sequence","188.93","",""
"09/01/2017 17:00:00 - 09/01/2017 18:00:00","BZN|BG","Without Sequence","195.97","",""
"09/01/2017 18:00:00 - 09/01/2017 19:00:00","BZN|BG","Without Sequence","191.28","",""
"09/01/2017 19:00:00 - 09/01/2017 20:00:00","BZN|BG","Without Sequence","182.50","",""
"09/01/2017 20:00:00 - 09/01/2017 21:00:00","BZN|BG","Without Sequence","180.07","",""
"09/01/2017 21:00:00 - 09/01/2017 22:00:00","BZN|BG","Without Sequence","155.37","",""
"09/01/2017 22:00:00 - 09/01/2017 23:00:00","BZN|BG","Without Sequence","150.11","",""
"09/01/2017 23:00:00 - 10/01/2017 00:00:00","BZN|BG","Without Sequence","150.01","",""
"10/01/2017 00:00:00 - 10/01/2017 01:00:00","BZN|BG","Without Sequence","200.02","",""
"10/01/2017 01:00:00 - 10/01/2017 02:00:00","BZN|BG","Without Sequence","200.02","",""
"10/01/2017 02:00:00 - 10/01/2017 03:00:00","BZN|BG","Without Sequence","200.02","",""
"10/01/2017 03:00:00 - 10/01/2017 04:00:00","BZN|BG","Without Sequence","200.04","",""
"10/01/2017 04:00:00 - 10/01/2017 05:00:00","BZN|BG","Without Sequence","200.04","",""
"10/01/2017 05:00:00 - 10/01/2017 06:00:00","BZN|BG","Without Sequence","200.04","",""
"10/01/2017 06:00:00 - 10/01/2017 07:00:00","BZN|BG","Without Sequence","307.47","",""
"10/01/2017 07:00:00 - 10/01/2017 08:00:00","BZN|BG","Without Sequence","341.40","",""
"10/01/2017 08:00:00 - 10/01/2017 09:00:00","BZN|BG","Without Sequence","341.78","",""
"10/01/2017 09:00:00 - 10/01/2017 10:00:00","BZN|BG","Without Sequence","341.64","",""
"10/01/2017 10:00:00 - 10/01/2017 11:00:00","BZN|BG","Without Sequence","340.62","",""
"10/01/2017 11:00:00 - 10/01/2017 12:00:00","BZN|BG","Without Sequence","341.93","",""
"10/01/2017 12:00:00 - 10/01/2017 13:00:00","BZN|BG","Without Sequence","340.95","",""
"10/01/2017 13:00:00 - 10/01/2017 14:00:00","BZN|BG","Without Sequence","289.60","",""
"10/01/2017 14:00:00 - 10/01/2017 15:00:00","BZN|BG","Without Sequence","240.37","",""
"10/01/2017 15:00:00 - 10/01/2017 16:00:00","BZN|BG","Without Sequence","240.19","",""
"10/01/2017 16:00:00 - 10/01/2017 17:00:00","BZN|BG","Without Sequence","205.16","",""
"10/01/2017 17:00:00 - 10/01/2017 18:00:00","BZN|BG","Without Sequence","205.14","",""
"10/01/2017 18:00:00 - 10/01/2017 19:00:00","BZN|BG","Without Sequence","205.16","",""
"10/01/2017 19:00:00 - 10/01/2017 20:00:00","BZN|BG","Without Sequence","205.16","",""
"10/01/2017 20:00:00 - 10/01/2017 21:00:00","BZN|BG","Without Sequence","200.08","",""
"10/01/2017 21:00:00 - 10/01/2017 22:00:00","BZN|BG","Without Sequence","200.02","",""
"10/01/2017 22:00:00 - 10/01/2017 23:00:00","BZN|BG","Without Sequence","200.00","",""
"10/01/2017 23:00:00 - 11/01/2017 00:00:00","BZN|BG","Without Sequence","168.16","",""
"11/01/2017 00:00:00 - 11/01/2017 01:00:00","BZN|BG","Without Sequence","25.09","",""
"11/01/2017 01:00:00 - 11/01/2017 02:00:00","BZN|BG","Without Sequence","25.01","",""
"11/01/2017 02:00:00 - 11/01/2017 03:00:00","BZN|BG","Without Sequence","25.00","",""
"11/01/2017 03:00:00 - 11/01/2017 04:00:00","BZN|BG","Without Sequence","25.05","",""
"11/01/2017 04:00:00 - 11/01/2017 05:00:00","BZN|BG","Without Sequence","33.07","",""
"11/01/2017 05:00:00 - 11/01/2017 06:00:00","BZN|BG","Without Sequence","44.10","",""
"11/01/2017 06:00:00 - 11/01/2017 07:00:00","BZN|BG","Without Sequence","74.32","",""
"11/01/2017 07:00:00 - 11/01/2017 08:00:00","BZN|BG","Without Sequence","205.05","",""
"11/01/2017 08:00:00 - 11/01/2017 09:00:00","BZN|BG","Without Sequence","213.34","",""
"11/01/2017 09:00:00 - 11/01/2017 10:00:00","BZN|BG","Without Sequence","211.91","",""
"11/01/2017 10:00:00 - 11/01/2017 11:00:00","BZN|BG","Without Sequence","209.15","",""
"11/01/2017 11:00:00 - 11/01/2017 12:00:00","BZN|BG","Without Sequence","192.39","",""
"11/01/2017 12:00:00 - 11/01/2017 13:00:00","BZN|BG","Without Sequence","203.83","",""
"11/01/2017 13:00:00 - 11/01/2017 14:00:00","BZN|BG","Without Sequence","207.45","",""
"11/01/2017 14:00:00 - 11/01/2017 15:00:00","BZN|BG","Without Sequence","205.48","",""
"11/01/2017 15:00:00 - 11/01/2017 16:00:00","BZN|BG","Without Sequence","170.08","",""
"11/01/2017 16:00:00 - 11/01/2017 17:00:00","BZN|BG","Without Sequence","90.03","",""
"11/01/2017 17:00:00 - 11/01/2017 18:00:00","BZN|BG","Without Sequence","76.41","",""
"11/01/2017 18:00:00 - 11/01/2017 19:00:00","BZN|BG","Without Sequence","68.34","",""
"11/01/2017 19:00:00 - 11/01/2017 20:00:00","BZN|BG","Without Sequence","61.88","",""
"11/01/2017 20:00:00 - 11/01/2017 21:00:00","BZN|BG","Without Sequence","44.01","",""
"11/01/2017 21:00:00 - 11/01/2017 22:00:00","BZN|BG","Without Sequence","30.02","",""
"11/01/2017 22:00:00 - 11/01/2017 23:00:00","BZN|BG","Without Sequence","25.03","",""
"11/01/2017 23:00:00 - 12/01/2017 00:00:00","BZN|BG","Without Sequence","24.12","",""
"12/01/2017 00:00:00 - 12/01/2017 01:00:00","BZN|BG","Without Sequence","133.07","",""
"12/01/2017 01:00:00 - 12/01/2017 02:00:00","BZN|BG","Without Sequence","118.70","",""
"12/01/2017 02:00:00 - 12/01/2017 03:00:00","BZN|BG","Without Sequence","117.17","",""
"12/01/2017 03:00:00 - 12/01/2017 04:00:00","BZN|BG","Without Sequence","109.33","",""
"12/01/2017 04:00:00 - 12/01/2017 05:00:00","BZN|BG","Without Sequence","121.16","",""
"12/01/2017 05:00:00 - 12/01/2017 06:00:00","BZN|BG","Without Sequence","162.31","",""
"12/01/2017 06:00:00 - 12/01/2017 07:00:00","BZN|BG","Without Sequence","197.32","",""
"12/01/2017 07:00:00 - 12/01/2017 08:00:00","BZN|BG","Without Sequence","197.32","",""
"12/01/2017 08:00:00 - 12/01/2017 09:00:00","BZN|BG","Without Sequence","219.01","",""
"12/01/2017 09:00:00 - 12/01/2017 10:00:00","BZN|BG","Without Sequence","218.58","",""
"12/01/2017 10:00:00 - 12/01/2017 11:00:00","BZN|BG","Without Sequence","219.15","",""
"12/01/2017 11:00:00 - 12/01/2017 12:00:00","BZN|BG","Without Sequence","216.04","",""
"12/01/2017 12:00:00 - 12/01/2017 13:00:00","BZN|BG","Without Sequence","213.94","",""
