"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"02/01/2018 14:00 - 02/01/2018 15:00","BZN|BG","5046.00","5258.00"
"02/01/2018 15:00 - 02/01/2018 16:00","BZN|BG","5195.00","5417.00"
"02/01/2018 16:00 - 02/01/2018 17:00","BZN|BG","5522.00","5769.00"
"02/01/2018 17:00 - 02/01/2018 18:00","BZN|BG","5712.00","6000.00"
"02/01/2018 18:00 - 02/01/2018 19:00","BZN|BG","5641.00","5921.00"
"02/01/2018 19:00 - 02/01/2018 20:00","BZN|BG","5414.00","5636.00"
"02/01/2018 20:00 - 02/01/2018 21:00","BZN|BG","5203.00","5371.00"
"02/01/2018 21:00 - 02/01/2018 22:00","BZN|BG","5050.00","5177.00"
"02/01/2018 22:00 - 02/01/2018 23:00","BZN|BG","4902.00","4816.00"
"02/01/2018 23:00 - 03/01/2018 00:00","BZN|BG","4276.00","4526.00"
"03/01/2018 00:00 - 03/01/2018 01:00","BZN|BG","4012.00","4259.00"
"03/01/2018 01:00 - 03/01/2018 02:00","BZN|BG","3876.00","4098.00"
"03/01/2018 02:00 - 03/01/2018 03:00","BZN|BG","3834.00","4033.00"
"03/01/2018 03:00 - 03/01/2018 04:00","BZN|BG","3857.00","4063.00"
"03/01/2018 04:00 - 03/01/2018 05:00","BZN|BG","4001.00","4211.00"
"03/01/2018 05:00 - 03/01/2018 06:00","BZN|BG","4444.00","4613.00"
"03/01/2018 06:00 - 03/01/2018 07:00","BZN|BG","4957.00","5135.00"
"03/01/2018 07:00 - 03/01/2018 08:00","BZN|BG","5381.00","5651.00"
"03/01/2018 08:00 - 03/01/2018 09:00","BZN|BG","5632.00","5906.00"
"03/01/2018 09:00 - 03/01/2018 10:00","BZN|BG","5598.00","5857.00"
"03/01/2018 10:00 - 03/01/2018 11:00","BZN|BG","5502.00","5774.00"
"03/01/2018 11:00 - 03/01/2018 12:00","BZN|BG","5367.00","5643.00"
"03/01/2018 12:00 - 03/01/2018 13:00","BZN|BG","5287.00","5527.00"
"03/01/2018 13:00 - 03/01/2018 14:00","BZN|BG","5184.00","5411.00"
"03/01/2018 14:00 - 03/01/2018 15:00","BZN|BG","5189.00","5428.00"
"03/01/2018 15:00 - 03/01/2018 16:00","BZN|BG","5284.00","5549.00"
"03/01/2018 16:00 - 03/01/2018 17:00","BZN|BG","5662.00","5930.00"
"03/01/2018 17:00 - 03/01/2018 18:00","BZN|BG","5941.00","6192.00"
"03/01/2018 18:00 - 03/01/2018 19:00","BZN|BG","5891.00","6127.00"
"03/01/2018 19:00 - 03/01/2018 20:00","BZN|BG","5653.00","5851.00"
"03/01/2018 20:00 - 03/01/2018 21:00","BZN|BG","5416.00","5578.00"
"03/01/2018 21:00 - 03/01/2018 22:00","BZN|BG","5212.00","5397.00"
"03/01/2018 22:00 - 03/01/2018 23:00","BZN|BG","4852.00","5001.00"
"03/01/2018 23:00 - 04/01/2018 00:00","BZN|BG","4413.00","4560.00"
"04/01/2018 00:00 - 04/01/2018 01:00","BZN|BG","4134.00","4261.00"
"04/01/2018 01:00 - 04/01/2018 02:00","BZN|BG","4007.00","4119.00"
"04/01/2018 02:00 - 04/01/2018 03:00","BZN|BG","3982.00","4066.00"
"04/01/2018 03:00 - 04/01/2018 04:00","BZN|BG","3995.00","4090.00"
"04/01/2018 04:00 - 04/01/2018 05:00","BZN|BG","4133.00","4214.00"
"04/01/2018 05:00 - 04/01/2018 06:00","BZN|BG","4602.00","4609.00"
"04/01/2018 06:00 - 04/01/2018 07:00","BZN|BG","5145.00","5095.00"
"04/01/2018 07:00 - 04/01/2018 08:00","BZN|BG","5555.00","5609.00"
"04/01/2018 08:00 - 04/01/2018 09:00","BZN|BG","5778.00","5888.00"
"04/01/2018 09:00 - 04/01/2018 10:00","BZN|BG","5749.00","5883.00"
"04/01/2018 10:00 - 04/01/2018 11:00","BZN|BG","5688.00","5844.00"
"04/01/2018 11:00 - 04/01/2018 12:00","BZN|BG","5557.00","5737.00"
"04/01/2018 12:00 - 04/01/2018 13:00","BZN|BG","5505.00","5708.00"
"04/01/2018 13:00 - 04/01/2018 14:00","BZN|BG","5457.00","5659.00"
"04/01/2018 14:00 - 04/01/2018 15:00","BZN|BG","5469.00","5719.00"
"04/01/2018 15:00 - 04/01/2018 16:00","BZN|BG","5564.00","5824.00"
"04/01/2018 16:00 - 04/01/2018 17:00","BZN|BG","5848.00","6047.00"
"04/01/2018 17:00 - 04/01/2018 18:00","BZN|BG","6078.00","6242.00"
"04/01/2018 18:00 - 04/01/2018 19:00","BZN|BG","6020.00","6180.00"
"04/01/2018 19:00 - 04/01/2018 20:00","BZN|BG","5773.00","5874.00"
"04/01/2018 20:00 - 04/01/2018 21:00","BZN|BG","5535.00","5605.00"
"04/01/2018 21:00 - 04/01/2018 22:00","BZN|BG","5302.00","5458.00"
"04/01/2018 22:00 - 04/01/2018 23:00","BZN|BG","4856.00","5118.00"
"04/01/2018 23:00 - 05/01/2018 00:00","BZN|BG","4578.00","4672.00"
"05/01/2018 00:00 - 05/01/2018 01:00","BZN|BG","4305.00","4394.00"
"05/01/2018 01:00 - 05/01/2018 02:00","BZN|BG","4194.00","4253.00"
"05/01/2018 02:00 - 05/01/2018 03:00","BZN|BG","4184.00","4139.00"
"05/01/2018 03:00 - 05/01/2018 04:00","BZN|BG","4190.00","4098.00"
"05/01/2018 04:00 - 05/01/2018 05:00","BZN|BG","4354.00","4157.00"
"05/01/2018 05:00 - 05/01/2018 06:00","BZN|BG","4817.00","4410.00"
"05/01/2018 06:00 - 05/01/2018 07:00","BZN|BG","5358.00","4840.00"
"05/01/2018 07:00 - 05/01/2018 08:00","BZN|BG","5713.00","5342.00"
"05/01/2018 08:00 - 05/01/2018 09:00","BZN|BG","5816.00","5698.00"
"05/01/2018 09:00 - 05/01/2018 10:00","BZN|BG","5609.00","5830.00"
"05/01/2018 10:00 - 05/01/2018 11:00","BZN|BG","5474.00","5915.00"
"05/01/2018 11:00 - 05/01/2018 12:00","BZN|BG","5258.00","5859.00"
"05/01/2018 12:00 - 05/01/2018 13:00","BZN|BG","5273.00","5888.00"
"05/01/2018 13:00 - 05/01/2018 14:00","BZN|BG","5223.00","5783.00"
"05/01/2018 14:00 - 05/01/2018 15:00","BZN|BG","5216.00","5809.00"
"05/01/2018 15:00 - 05/01/2018 16:00","BZN|BG","5382.00","5883.00"
"05/01/2018 16:00 - 05/01/2018 17:00","BZN|BG","5718.00","6126.00"
"05/01/2018 17:00 - 05/01/2018 18:00","BZN|BG","5949.00","6290.00"
"05/01/2018 18:00 - 05/01/2018 19:00","BZN|BG","5911.00","6227.00"
"05/01/2018 19:00 - 05/01/2018 20:00","BZN|BG","5662.00","5968.00"
"05/01/2018 20:00 - 05/01/2018 21:00","BZN|BG","5348.00","5731.00"
"05/01/2018 21:00 - 05/01/2018 22:00","BZN|BG","5189.00","5621.00"
"05/01/2018 22:00 - 05/01/2018 23:00","BZN|BG","4923.00","5358.00"
"05/01/2018 23:00 - 06/01/2018 00:00","BZN|BG","4503.00","4484.00"
"06/01/2018 00:00 - 06/01/2018 01:00","BZN|BG","4190.00","4210.00"
"06/01/2018 01:00 - 06/01/2018 02:00","BZN|BG","4094.00","4082.00"
"06/01/2018 02:00 - 06/01/2018 03:00","BZN|BG","4077.00","4034.00"
"06/01/2018 03:00 - 06/01/2018 04:00","BZN|BG","4072.00","4023.00"
"06/01/2018 04:00 - 06/01/2018 05:00","BZN|BG","4130.00","4072.00"
"06/01/2018 05:00 - 06/01/2018 06:00","BZN|BG","4302.00","4208.00"
"06/01/2018 06:00 - 06/01/2018 07:00","BZN|BG","4546.00","4477.00"
"06/01/2018 07:00 - 06/01/2018 08:00","BZN|BG","5004.00","4915.00"
"06/01/2018 08:00 - 06/01/2018 09:00","BZN|BG","5243.00","5263.00"
"06/01/2018 09:00 - 06/01/2018 10:00","BZN|BG","5164.00","5415.00"
"06/01/2018 10:00 - 06/01/2018 11:00","BZN|BG","4996.00","5387.00"
"06/01/2018 11:00 - 06/01/2018 12:00","BZN|BG","4794.00","5286.00"
"06/01/2018 12:00 - 06/01/2018 13:00","BZN|BG","4690.00","5171.00"
"06/01/2018 13:00 - 06/01/2018 14:00","BZN|BG","4585.00","5097.00"
"06/01/2018 14:00 - 06/01/2018 15:00","BZN|BG","4552.00","5107.00"
"06/01/2018 15:00 - 06/01/2018 16:00","BZN|BG","4764.00","5253.00"
"06/01/2018 16:00 - 06/01/2018 17:00","BZN|BG","5303.00","5676.00"
"06/01/2018 17:00 - 06/01/2018 18:00","BZN|BG","5616.00","5819.00"
"06/01/2018 18:00 - 06/01/2018 19:00","BZN|BG","5467.00","5714.00"
"06/01/2018 19:00 - 06/01/2018 20:00","BZN|BG","5223.00","5450.00"
"06/01/2018 20:00 - 06/01/2018 21:00","BZN|BG","4992.00","5200.00"
"06/01/2018 21:00 - 06/01/2018 22:00","BZN|BG","4920.00","5089.00"
"06/01/2018 22:00 - 06/01/2018 23:00","BZN|BG","4635.00","4798.00"
"06/01/2018 23:00 - 07/01/2018 00:00","BZN|BG","4348.00","4338.00"
"07/01/2018 00:00 - 07/01/2018 01:00","BZN|BG","4101.00","4106.00"
"07/01/2018 01:00 - 07/01/2018 02:00","BZN|BG","3981.00","3972.00"
"07/01/2018 02:00 - 07/01/2018 03:00","BZN|BG","3897.00","3903.00"
"07/01/2018 03:00 - 07/01/2018 04:00","BZN|BG","3899.00","3894.00"
"07/01/2018 04:00 - 07/01/2018 05:00","BZN|BG","3938.00","3927.00"
"07/01/2018 05:00 - 07/01/2018 06:00","BZN|BG","4041.00","4022.00"
"07/01/2018 06:00 - 07/01/2018 07:00","BZN|BG","4258.00","4247.00"
"07/01/2018 07:00 - 07/01/2018 08:00","BZN|BG","4659.00","4607.00"
"07/01/2018 08:00 - 07/01/2018 09:00","BZN|BG","4989.00","4909.00"
"07/01/2018 09:00 - 07/01/2018 10:00","BZN|BG","4979.00","5121.00"
"07/01/2018 10:00 - 07/01/2018 11:00","BZN|BG","4915.00","5169.00"
"07/01/2018 11:00 - 07/01/2018 12:00","BZN|BG","4793.00","5062.00"
"07/01/2018 12:00 - 07/01/2018 13:00","BZN|BG","4659.00","4766.00"
"07/01/2018 13:00 - 07/01/2018 14:00","BZN|BG","4551.00","4672.00"
"07/01/2018 14:00 - 07/01/2018 15:00","BZN|BG","4589.00","4752.00"
"07/01/2018 15:00 - 07/01/2018 16:00","BZN|BG","4804.00","5058.00"
"07/01/2018 16:00 - 07/01/2018 17:00","BZN|BG","5434.00","5692.00"
"07/01/2018 17:00 - 07/01/2018 18:00","BZN|BG","5727.00","5676.00"
"07/01/2018 18:00 - 07/01/2018 19:00","BZN|BG","5568.00","5391.00"
"07/01/2018 19:00 - 07/01/2018 20:00","BZN|BG","5344.00","5011.00"
"07/01/2018 20:00 - 07/01/2018 21:00","BZN|BG","5145.00","4766.00"
"07/01/2018 21:00 - 07/01/2018 22:00","BZN|BG","4961.00","4673.00"
"07/01/2018 22:00 - 07/01/2018 23:00","BZN|BG","4604.00","4628.00"
"07/01/2018 23:00 - 08/01/2018 00:00","BZN|BG","4274.00","4366.00"
"08/01/2018 00:00 - 08/01/2018 01:00","BZN|BG","4010.00","4088.00"
"08/01/2018 01:00 - 08/01/2018 02:00","BZN|BG","3898.00","3913.00"
"08/01/2018 02:00 - 08/01/2018 03:00","BZN|BG","3847.00","3868.00"
"08/01/2018 03:00 - 08/01/2018 04:00","BZN|BG","3900.00","3878.00"
"08/01/2018 04:00 - 08/01/2018 05:00","BZN|BG","4083.00","4014.00"
"08/01/2018 05:00 - 08/01/2018 06:00","BZN|BG","4647.00","4568.00"
"08/01/2018 06:00 - 08/01/2018 07:00","BZN|BG","5238.00","4960.00"
"08/01/2018 07:00 - 08/01/2018 08:00","BZN|BG","5642.00","5338.00"
"08/01/2018 08:00 - 08/01/2018 09:00","BZN|BG","5838.00","5441.00"
"08/01/2018 09:00 - 08/01/2018 10:00","BZN|BG","5696.00","5238.00"
"08/01/2018 10:00 - 08/01/2018 11:00","BZN|BG","5581.00","5041.00"
"08/01/2018 11:00 - 08/01/2018 12:00","BZN|BG","5444.00","4933.00"
"08/01/2018 12:00 - 08/01/2018 13:00","BZN|BG","5371.00","4866.00"
"08/01/2018 13:00 - 08/01/2018 14:00","BZN|BG","5307.00","4826.00"
"08/01/2018 14:00 - 08/01/2018 15:00","BZN|BG","5341.00","4771.00"
"08/01/2018 15:00 - 08/01/2018 16:00","BZN|BG","5421.00","5013.00"
"08/01/2018 16:00 - 08/01/2018 17:00","BZN|BG","5681.00","5495.00"
"08/01/2018 17:00 - 08/01/2018 18:00","BZN|BG","5989.00","5723.00"
"08/01/2018 18:00 - 08/01/2018 19:00","BZN|BG","5949.00","5664.00"
"08/01/2018 19:00 - 08/01/2018 20:00","BZN|BG","5727.00","5489.00"
"08/01/2018 20:00 - 08/01/2018 21:00","BZN|BG","5458.00","5247.00"
"08/01/2018 21:00 - 08/01/2018 22:00","BZN|BG","5259.00","5156.00"
"08/01/2018 22:00 - 08/01/2018 23:00","BZN|BG","4888.00","4863.00"
"08/01/2018 23:00 - 09/01/2018 00:00","BZN|BG","4477.00","4457.00"
"09/01/2018 00:00 - 09/01/2018 01:00","BZN|BG","4202.00","4191.00"
"09/01/2018 01:00 - 09/01/2018 02:00","BZN|BG","4096.00","4068.00"
"09/01/2018 02:00 - 09/01/2018 03:00","BZN|BG","4043.00","4035.00"
"09/01/2018 03:00 - 09/01/2018 04:00","BZN|BG","4079.00","4046.00"
"09/01/2018 04:00 - 09/01/2018 05:00","BZN|BG","4233.00","4192.00"
"09/01/2018 05:00 - 09/01/2018 06:00","BZN|BG","4728.00","4614.00"
"09/01/2018 06:00 - 09/01/2018 07:00","BZN|BG","5321.00","5132.00"
"09/01/2018 07:00 - 09/01/2018 08:00","BZN|BG","5729.00","5596.00"
"09/01/2018 08:00 - 09/01/2018 09:00","BZN|BG","5914.00","5847.00"
"09/01/2018 09:00 - 09/01/2018 10:00","BZN|BG","5814.00","5793.00"
"09/01/2018 10:00 - 09/01/2018 11:00","BZN|BG","5693.00","5706.00"
"09/01/2018 11:00 - 09/01/2018 12:00","BZN|BG","5566.00","5522.00"
"09/01/2018 12:00 - 09/01/2018 13:00","BZN|BG","5587.00","5472.00"
"09/01/2018 13:00 - 09/01/2018 14:00","BZN|BG","5543.00","5387.00"
"09/01/2018 14:00 - 09/01/2018 15:00","BZN|BG","5590.00","5407.00"
"09/01/2018 15:00 - 09/01/2018 16:00","BZN|BG","5674.00","5513.00"
"09/01/2018 16:00 - 09/01/2018 17:00","BZN|BG","5910.00","5882.00"
"09/01/2018 17:00 - 09/01/2018 18:00","BZN|BG","6122.00","6105.00"
"09/01/2018 18:00 - 09/01/2018 19:00","BZN|BG","6079.00","6024.00"
"09/01/2018 19:00 - 09/01/2018 20:00","BZN|BG","5843.00","5741.00"
"09/01/2018 20:00 - 09/01/2018 21:00","BZN|BG","5530.00","5434.00"
"09/01/2018 21:00 - 09/01/2018 22:00","BZN|BG","5344.00","5225.00"
"09/01/2018 22:00 - 09/01/2018 23:00","BZN|BG","4932.00","4830.00"
"09/01/2018 23:00 - 10/01/2018 00:00","BZN|BG","4531.00","4454.00"
"10/01/2018 00:00 - 10/01/2018 01:00","BZN|BG","4259.00","4185.00"
"10/01/2018 01:00 - 10/01/2018 02:00","BZN|BG","4144.00","4070.00"
"10/01/2018 02:00 - 10/01/2018 03:00","BZN|BG","4106.00","4038.00"
"10/01/2018 03:00 - 10/01/2018 04:00","BZN|BG","4100.00","4056.00"
"10/01/2018 04:00 - 10/01/2018 05:00","BZN|BG","4270.00","4210.00"
"10/01/2018 05:00 - 10/01/2018 06:00","BZN|BG","4759.00","4651.00"
"10/01/2018 06:00 - 10/01/2018 07:00","BZN|BG","5302.00","5168.00"
"10/01/2018 07:00 - 10/01/2018 08:00","BZN|BG","5710.00","5611.00"
"10/01/2018 08:00 - 10/01/2018 09:00","BZN|BG","5908.00","5839.00"
"10/01/2018 09:00 - 10/01/2018 10:00","BZN|BG","5824.00","5775.00"
"10/01/2018 10:00 - 10/01/2018 11:00","BZN|BG","5758.00","5694.00"
"10/01/2018 11:00 - 10/01/2018 12:00","BZN|BG","5631.00","5541.00"
"10/01/2018 12:00 - 10/01/2018 13:00","BZN|BG","5664.00","5515.00"
"10/01/2018 13:00 - 10/01/2018 14:00","BZN|BG","5635.00","5462.00"
"10/01/2018 14:00 - 10/01/2018 15:00","BZN|BG","5632.00","5488.00"
"10/01/2018 15:00 - 10/01/2018 16:00","BZN|BG","5655.00","5564.00"
"10/01/2018 16:00 - 10/01/2018 17:00","BZN|BG","5932.00","5883.00"
"10/01/2018 17:00 - 10/01/2018 18:00","BZN|BG","6129.00","6092.00"
"10/01/2018 18:00 - 10/01/2018 19:00","BZN|BG","6074.00","6028.00"
"10/01/2018 19:00 - 10/01/2018 20:00","BZN|BG","5809.00","5764.00"
"10/01/2018 20:00 - 10/01/2018 21:00","BZN|BG","5483.00","5481.00"
"10/01/2018 21:00 - 10/01/2018 22:00","BZN|BG","5299.00","5278.00"
"10/01/2018 22:00 - 10/01/2018 23:00","BZN|BG","4707.00","4904.00"
"10/01/2018 23:00 - 11/01/2018 00:00","BZN|BG","4462.00","4526.00"
"11/01/2018 00:00 - 11/01/2018 01:00","BZN|BG","4206.00","4260.00"
"11/01/2018 01:00 - 11/01/2018 02:00","BZN|BG","4031.00","4150.00"
"11/01/2018 02:00 - 11/01/2018 03:00","BZN|BG","4011.00","4118.00"
"11/01/2018 03:00 - 11/01/2018 04:00","BZN|BG","4039.00","4139.00"
"11/01/2018 04:00 - 11/01/2018 05:00","BZN|BG","4176.00","4291.00"
"11/01/2018 05:00 - 11/01/2018 06:00","BZN|BG","4626.00","4736.00"
"11/01/2018 06:00 - 11/01/2018 07:00","BZN|BG","5140.00","5257.00"
"11/01/2018 07:00 - 11/01/2018 08:00","BZN|BG","5554.00","5683.00"
"11/01/2018 08:00 - 11/01/2018 09:00","BZN|BG","5762.00","5895.00"
"11/01/2018 09:00 - 11/01/2018 10:00","BZN|BG","5694.00","5819.00"
"11/01/2018 10:00 - 11/01/2018 11:00","BZN|BG","5654.00","5741.00"
"11/01/2018 11:00 - 11/01/2018 12:00","BZN|BG","5556.00","5589.00"
"11/01/2018 12:00 - 11/01/2018 13:00","BZN|BG","5540.00","5573.00"
"11/01/2018 13:00 - 11/01/2018 14:00","BZN|BG","5468.00","5520.00"
"11/01/2018 14:00 - 11/01/2018 15:00","BZN|BG","5515.00","5551.00"
"11/01/2018 15:00 - 11/01/2018 16:00","BZN|BG","5500.00","5627.00"
"11/01/2018 16:00 - 11/01/2018 17:00","BZN|BG","5734.00","5934.00"
"11/01/2018 17:00 - 11/01/2018 18:00","BZN|BG","5920.00","6145.00"
"11/01/2018 18:00 - 11/01/2018 19:00","BZN|BG","5886.00","6082.00"
"11/01/2018 19:00 - 11/01/2018 20:00","BZN|BG","5613.00","5821.00"
"11/01/2018 20:00 - 11/01/2018 21:00","BZN|BG","5402.00","5533.00"
"11/01/2018 21:00 - 11/01/2018 22:00","BZN|BG","5233.00","5329.00"
"11/01/2018 22:00 - 11/01/2018 23:00","BZN|BG","4838.00","4944.00"
"11/01/2018 23:00 - 12/01/2018 00:00","BZN|BG","4469.00","4548.00"
"12/01/2018 00:00 - 12/01/2018 01:00","BZN|BG","4208.00","4268.00"
"12/01/2018 01:00 - 12/01/2018 02:00","BZN|BG","4058.00","4152.00"
"12/01/2018 02:00 - 12/01/2018 03:00","BZN|BG","3974.00","4118.00"
"12/01/2018 03:00 - 12/01/2018 04:00","BZN|BG","4020.00","4134.00"
"12/01/2018 04:00 - 12/01/2018 05:00","BZN|BG","4160.00","4285.00"
"12/01/2018 05:00 - 12/01/2018 06:00","BZN|BG","4619.00","4725.00"
"12/01/2018 06:00 - 12/01/2018 07:00","BZN|BG","5171.00","5234.00"
"12/01/2018 07:00 - 12/01/2018 08:00","BZN|BG","5587.00","5640.00"
"12/01/2018 08:00 - 12/01/2018 09:00","BZN|BG","5780.00","5846.00"
"12/01/2018 09:00 - 12/01/2018 10:00","BZN|BG","5690.00","5795.00"
"12/01/2018 10:00 - 12/01/2018 11:00","BZN|BG","5630.00","5746.00"
"12/01/2018 11:00 - 12/01/2018 12:00","BZN|BG","5522.00","5651.00"
"12/01/2018 12:00 - 12/01/2018 13:00","BZN|BG","5563.00","5645.00"
"12/01/2018 13:00 - 12/01/2018 14:00","BZN|BG","5493.00","5615.00"
"12/01/2018 14:00 - 12/01/2018 15:00","BZN|BG","5543.00","5640.00"
"12/01/2018 15:00 - 12/01/2018 16:00","BZN|BG","5606.00","5703.00"
"12/01/2018 16:00 - 12/01/2018 17:00","BZN|BG","5807.00","5975.00"
"12/01/2018 17:00 - 12/01/2018 18:00","BZN|BG","5983.00","6168.00"
"12/01/2018 18:00 - 12/01/2018 19:00","BZN|BG","5899.00","6104.00"
"12/01/2018 19:00 - 12/01/2018 20:00","BZN|BG","5629.00","5841.00"
"12/01/2018 20:00 - 12/01/2018 21:00","BZN|BG","5344.00","5545.00"
"12/01/2018 21:00 - 12/01/2018 22:00","BZN|BG","5177.00","5341.00"
"12/01/2018 22:00 - 12/01/2018 23:00","BZN|BG","4904.00","4950.00"
"12/01/2018 23:00 - 13/01/2018 00:00","BZN|BG","4562.00","4503.00"
"13/01/2018 00:00 - 13/01/2018 01:00","BZN|BG","4290.00","4275.00"
"13/01/2018 01:00 - 13/01/2018 02:00","BZN|BG","4166.00","4110.00"
"13/01/2018 02:00 - 13/01/2018 03:00","BZN|BG","4119.00","4066.00"
"13/01/2018 03:00 - 13/01/2018 04:00","BZN|BG","4088.00","4055.00"
"13/01/2018 04:00 - 13/01/2018 05:00","BZN|BG","4129.00","4053.00"
"13/01/2018 05:00 - 13/01/2018 06:00","BZN|BG","4310.00","4122.00"
"13/01/2018 06:00 - 13/01/2018 07:00","BZN|BG","4580.00","4356.00"
"13/01/2018 07:00 - 13/01/2018 08:00","BZN|BG","5082.00","4697.00"
"13/01/2018 08:00 - 13/01/2018 09:00","BZN|BG","5507.00","5267.00"
"13/01/2018 09:00 - 13/01/2018 10:00","BZN|BG","5639.00","5585.00"
"13/01/2018 10:00 - 13/01/2018 11:00","BZN|BG","5675.00","5547.00"
"13/01/2018 11:00 - 13/01/2018 12:00","BZN|BG","5586.00","5458.00"
"13/01/2018 12:00 - 13/01/2018 13:00","BZN|BG","5528.00","5358.00"
"13/01/2018 13:00 - 13/01/2018 14:00","BZN|BG","5432.00","5305.00"
"13/01/2018 14:00 - 13/01/2018 15:00","BZN|BG","5426.00","5261.00"
"13/01/2018 15:00 - 13/01/2018 16:00","BZN|BG","5520.00","5261.00"
"13/01/2018 16:00 - 13/01/2018 17:00","BZN|BG","5834.00","5356.00"
"13/01/2018 17:00 - 13/01/2018 18:00","BZN|BG","5937.00","5616.00"
"13/01/2018 18:00 - 13/01/2018 19:00","BZN|BG","5812.00","5758.00"
"13/01/2018 19:00 - 13/01/2018 20:00","BZN|BG","5575.00","5554.00"
"13/01/2018 20:00 - 13/01/2018 21:00","BZN|BG","5306.00","5231.00"
"13/01/2018 21:00 - 13/01/2018 22:00","BZN|BG","5215.00","4913.00"
"13/01/2018 22:00 - 13/01/2018 23:00","BZN|BG","4972.00","4786.00"
"13/01/2018 23:00 - 14/01/2018 00:00","BZN|BG","4612.00","4802.00"
"14/01/2018 00:00 - 14/01/2018 01:00","BZN|BG","4357.00","4445.00"
"14/01/2018 01:00 - 14/01/2018 02:00","BZN|BG","4220.00","4296.00"
"14/01/2018 02:00 - 14/01/2018 03:00","BZN|BG","4147.00","4170.00"
"14/01/2018 03:00 - 14/01/2018 04:00","BZN|BG","4129.00","4158.00"
"14/01/2018 04:00 - 14/01/2018 05:00","BZN|BG","4180.00","4236.00"
"14/01/2018 05:00 - 14/01/2018 06:00","BZN|BG","4280.00","4398.00"
"14/01/2018 06:00 - 14/01/2018 07:00","BZN|BG","4516.00","4713.00"
"14/01/2018 07:00 - 14/01/2018 08:00","BZN|BG","4988.00","5269.00"
"14/01/2018 08:00 - 14/01/2018 09:00","BZN|BG","5444.00","5707.00"
"14/01/2018 09:00 - 14/01/2018 10:00","BZN|BG","5589.00","5706.00"
"14/01/2018 10:00 - 14/01/2018 11:00","BZN|BG","5663.00","5664.00"
