"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"03/01/2021 16:00 - 03/01/2021 17:00","BZN|BG","5058.00","4978.00"
"03/01/2021 17:00 - 03/01/2021 18:00","BZN|BG","5243.00","5100.00"
"03/01/2021 18:00 - 03/01/2021 19:00","BZN|BG","5121.00","5041.00"
"03/01/2021 19:00 - 03/01/2021 20:00","BZN|BG","4904.00","4884.00"
"03/01/2021 20:00 - 03/01/2021 21:00","BZN|BG","4589.00","4654.00"
"03/01/2021 21:00 - 03/01/2021 22:00","BZN|BG","4428.00","4512.00"
"03/01/2021 22:00 - 03/01/2021 23:00","BZN|BG","4109.00","4202.00"
"03/01/2021 23:00 - 04/01/2021 00:00","BZN|BG","3759.00","3861.00"
"04/01/2021 00:00 - 04/01/2021 01:00","BZN|BG","3546.00","3539.00"
"04/01/2021 01:00 - 04/01/2021 02:00","BZN|BG","3426.00","3427.00"
"04/01/2021 02:00 - 04/01/2021 03:00","BZN|BG","3393.00","3411.00"
"04/01/2021 03:00 - 04/01/2021 04:00","BZN|BG","3420.00","3400.00"
"04/01/2021 04:00 - 04/01/2021 05:00","BZN|BG","3587.00","3517.00"
"04/01/2021 05:00 - 04/01/2021 06:00","BZN|BG","3981.00","3909.00"
"04/01/2021 06:00 - 04/01/2021 07:00","BZN|BG","4529.00","4342.00"
"04/01/2021 07:00 - 04/01/2021 08:00","BZN|BG","5061.00","4634.00"
"04/01/2021 08:00 - 04/01/2021 09:00","BZN|BG","5371.00","4857.00"
"04/01/2021 09:00 - 04/01/2021 10:00","BZN|BG","5357.00","4906.00"
"04/01/2021 10:00 - 04/01/2021 11:00","BZN|BG","5310.00","4889.00"
"04/01/2021 11:00 - 04/01/2021 12:00","BZN|BG","5217.00","4837.00"
"04/01/2021 12:00 - 04/01/2021 13:00","BZN|BG","5192.00","4818.00"
"04/01/2021 13:00 - 04/01/2021 14:00","BZN|BG","5125.00","4769.00"
"04/01/2021 14:00 - 04/01/2021 15:00","BZN|BG","5114.00","4781.00"
"04/01/2021 15:00 - 04/01/2021 16:00","BZN|BG","5209.00","4869.00"
"04/01/2021 16:00 - 04/01/2021 17:00","BZN|BG","5386.00","5053.00"
"04/01/2021 17:00 - 04/01/2021 18:00","BZN|BG","5523.00","5223.00"
"04/01/2021 18:00 - 04/01/2021 19:00","BZN|BG","5428.00","5187.00"
"04/01/2021 19:00 - 04/01/2021 20:00","BZN|BG","5187.00","4950.00"
"04/01/2021 20:00 - 04/01/2021 21:00","BZN|BG","4920.00","4733.00"
"04/01/2021 21:00 - 04/01/2021 22:00","BZN|BG","4664.00","4593.00"
"04/01/2021 22:00 - 04/01/2021 23:00","BZN|BG","4290.00","4258.00"
"04/01/2021 23:00 - 05/01/2021 00:00","BZN|BG","3976.00","3951.00"
"05/01/2021 00:00 - 05/01/2021 01:00","BZN|BG","3795.00","3776.00"
"05/01/2021 01:00 - 05/01/2021 02:00","BZN|BG","3688.00","3660.00"
"05/01/2021 02:00 - 05/01/2021 03:00","BZN|BG","3646.00","3603.00"
"05/01/2021 03:00 - 05/01/2021 04:00","BZN|BG","3675.00","3585.00"
"05/01/2021 04:00 - 05/01/2021 05:00","BZN|BG","3810.00","3685.00"
"05/01/2021 05:00 - 05/01/2021 06:00","BZN|BG","4193.00","4033.00"
"05/01/2021 06:00 - 05/01/2021 07:00","BZN|BG","4699.00","4559.00"
"05/01/2021 07:00 - 05/01/2021 08:00","BZN|BG","5156.00","5040.00"
"05/01/2021 08:00 - 05/01/2021 09:00","BZN|BG","5336.00","5342.00"
"05/01/2021 09:00 - 05/01/2021 10:00","BZN|BG","5186.00","5359.00"
"05/01/2021 10:00 - 05/01/2021 11:00","BZN|BG","5006.00","5325.00"
"05/01/2021 11:00 - 05/01/2021 12:00","BZN|BG","4878.00","5235.00"
"05/01/2021 12:00 - 05/01/2021 13:00","BZN|BG","4777.00","5153.00"
"05/01/2021 13:00 - 05/01/2021 14:00","BZN|BG","4671.00","5094.00"
"05/01/2021 14:00 - 05/01/2021 15:00","BZN|BG","4670.00","5129.00"
"05/01/2021 15:00 - 05/01/2021 16:00","BZN|BG","4784.00","5238.00"
"05/01/2021 16:00 - 05/01/2021 17:00","BZN|BG","5158.00","5454.00"
"05/01/2021 17:00 - 05/01/2021 18:00","BZN|BG","5453.00","5522.00"
"05/01/2021 18:00 - 05/01/2021 19:00","BZN|BG","5392.00","5309.00"
"05/01/2021 19:00 - 05/01/2021 20:00","BZN|BG","5178.00","4976.00"
"05/01/2021 20:00 - 05/01/2021 21:00","BZN|BG","4911.00","4699.00"
"05/01/2021 21:00 - 05/01/2021 22:00","BZN|BG","4735.00","4595.00"
"05/01/2021 22:00 - 05/01/2021 23:00","BZN|BG","4433.00","4371.00"
"05/01/2021 23:00 - 06/01/2021 00:00","BZN|BG","4106.00","4028.00"
"06/01/2021 00:00 - 06/01/2021 01:00","BZN|BG","3882.00","3875.00"
"06/01/2021 01:00 - 06/01/2021 02:00","BZN|BG","3773.00","3771.00"
"06/01/2021 02:00 - 06/01/2021 03:00","BZN|BG","3734.00","3702.00"
"06/01/2021 03:00 - 06/01/2021 04:00","BZN|BG","3754.00","3719.00"
"06/01/2021 04:00 - 06/01/2021 05:00","BZN|BG","3903.00","3889.00"
"06/01/2021 05:00 - 06/01/2021 06:00","BZN|BG","4328.00","4281.00"
"06/01/2021 06:00 - 06/01/2021 07:00","BZN|BG","4835.00","4790.00"
"06/01/2021 07:00 - 06/01/2021 08:00","BZN|BG","5332.00","5200.00"
"06/01/2021 08:00 - 06/01/2021 09:00","BZN|BG","5566.00","5366.00"
"06/01/2021 09:00 - 06/01/2021 10:00","BZN|BG","5466.00","5345.00"
"06/01/2021 10:00 - 06/01/2021 11:00","BZN|BG","5299.00","5284.00"
"06/01/2021 11:00 - 06/01/2021 12:00","BZN|BG","5084.00","5184.00"
"06/01/2021 12:00 - 06/01/2021 13:00","BZN|BG","4940.00","5122.00"
"06/01/2021 13:00 - 06/01/2021 14:00","BZN|BG","4834.00","5070.00"
"06/01/2021 14:00 - 06/01/2021 15:00","BZN|BG","4844.00","5117.00"
"06/01/2021 15:00 - 06/01/2021 16:00","BZN|BG","4991.00","5242.00"
"06/01/2021 16:00 - 06/01/2021 17:00","BZN|BG","5371.00","5555.00"
"06/01/2021 17:00 - 06/01/2021 18:00","BZN|BG","5537.00","5660.00"
"06/01/2021 18:00 - 06/01/2021 19:00","BZN|BG","5431.00","5570.00"
"06/01/2021 19:00 - 06/01/2021 20:00","BZN|BG","5165.00","5352.00"
"06/01/2021 20:00 - 06/01/2021 21:00","BZN|BG","4916.00","5161.00"
"06/01/2021 21:00 - 06/01/2021 22:00","BZN|BG","4712.00","4940.00"
"06/01/2021 22:00 - 06/01/2021 23:00","BZN|BG","4402.00","4512.00"
"06/01/2021 23:00 - 07/01/2021 00:00","BZN|BG","4080.00","4047.00"
"07/01/2021 00:00 - 07/01/2021 01:00","BZN|BG","3796.00","3888.00"
"07/01/2021 01:00 - 07/01/2021 02:00","BZN|BG","3726.00","3783.00"
"07/01/2021 02:00 - 07/01/2021 03:00","BZN|BG","3679.00","3721.00"
"07/01/2021 03:00 - 07/01/2021 04:00","BZN|BG","3699.00","3731.00"
"07/01/2021 04:00 - 07/01/2021 05:00","BZN|BG","3841.00","3900.00"
"07/01/2021 05:00 - 07/01/2021 06:00","BZN|BG","4211.00","4328.00"
"07/01/2021 06:00 - 07/01/2021 07:00","BZN|BG","4716.00","4832.00"
"07/01/2021 07:00 - 07/01/2021 08:00","BZN|BG","5090.00","5290.00"
"07/01/2021 08:00 - 07/01/2021 09:00","BZN|BG","5295.00","5500.00"
"07/01/2021 09:00 - 07/01/2021 10:00","BZN|BG","5214.00","5436.00"
"07/01/2021 10:00 - 07/01/2021 11:00","BZN|BG","5168.00","5362.00"
"07/01/2021 11:00 - 07/01/2021 12:00","BZN|BG","5064.00","5274.00"
"07/01/2021 12:00 - 07/01/2021 13:00","BZN|BG","5044.00","5226.00"
"07/01/2021 13:00 - 07/01/2021 14:00","BZN|BG","4995.00","5186.00"
"07/01/2021 14:00 - 07/01/2021 15:00","BZN|BG","5016.00","5230.00"
"07/01/2021 15:00 - 07/01/2021 16:00","BZN|BG","5105.00","5347.00"
"07/01/2021 16:00 - 07/01/2021 17:00","BZN|BG","5347.00","5592.00"
"07/01/2021 17:00 - 07/01/2021 18:00","BZN|BG","5531.00","5707.00"
"07/01/2021 18:00 - 07/01/2021 19:00","BZN|BG","5374.00","5528.00"
"07/01/2021 19:00 - 07/01/2021 20:00","BZN|BG","5087.00","5215.00"
"07/01/2021 20:00 - 07/01/2021 21:00","BZN|BG","4816.00","4928.00"
"07/01/2021 21:00 - 07/01/2021 22:00","BZN|BG","4663.00","4796.00"
"07/01/2021 22:00 - 07/01/2021 23:00","BZN|BG","4409.00","4551.00"
"07/01/2021 23:00 - 08/01/2021 00:00","BZN|BG","4054.00","4080.00"
"08/01/2021 00:00 - 08/01/2021 01:00","BZN|BG","3827.00","3864.00"
"08/01/2021 01:00 - 08/01/2021 02:00","BZN|BG","3716.00","3728.00"
"08/01/2021 02:00 - 08/01/2021 03:00","BZN|BG","3660.00","3657.00"
"08/01/2021 03:00 - 08/01/2021 04:00","BZN|BG","3708.00","3664.00"
"08/01/2021 04:00 - 08/01/2021 05:00","BZN|BG","3829.00","3766.00"
"08/01/2021 05:00 - 08/01/2021 06:00","BZN|BG","4205.00","4184.00"
"08/01/2021 06:00 - 08/01/2021 07:00","BZN|BG","4733.00","4686.00"
"08/01/2021 07:00 - 08/01/2021 08:00","BZN|BG","5224.00","5050.00"
"08/01/2021 08:00 - 08/01/2021 09:00","BZN|BG","5487.00","5264.00"
"08/01/2021 09:00 - 08/01/2021 10:00","BZN|BG","5433.00","5194.00"
"08/01/2021 10:00 - 08/01/2021 11:00","BZN|BG","5427.00","5090.00"
"08/01/2021 11:00 - 08/01/2021 12:00","BZN|BG","5309.00","4956.00"
"08/01/2021 12:00 - 08/01/2021 13:00","BZN|BG","5214.00","4896.00"
"08/01/2021 13:00 - 08/01/2021 14:00","BZN|BG","5092.00","4854.00"
"08/01/2021 14:00 - 08/01/2021 15:00","BZN|BG","4978.00","4908.00"
"08/01/2021 15:00 - 08/01/2021 16:00","BZN|BG","5039.00","5058.00"
"08/01/2021 16:00 - 08/01/2021 17:00","BZN|BG","5272.00","5378.00"
"08/01/2021 17:00 - 08/01/2021 18:00","BZN|BG","5447.00","5538.00"
"08/01/2021 18:00 - 08/01/2021 19:00","BZN|BG","5353.00","5385.00"
"08/01/2021 19:00 - 08/01/2021 20:00","BZN|BG","5086.00","5098.00"
"08/01/2021 20:00 - 08/01/2021 21:00","BZN|BG","4813.00","4830.00"
"08/01/2021 21:00 - 08/01/2021 22:00","BZN|BG","4689.00","4699.00"
"08/01/2021 22:00 - 08/01/2021 23:00","BZN|BG","4451.00","4457.00"
"08/01/2021 23:00 - 09/01/2021 00:00","BZN|BG","4121.00","4038.00"
"09/01/2021 00:00 - 09/01/2021 01:00","BZN|BG","3913.00","3837.00"
"09/01/2021 01:00 - 09/01/2021 02:00","BZN|BG","3813.00","3735.00"
"09/01/2021 02:00 - 09/01/2021 03:00","BZN|BG","3752.00","3679.00"
"09/01/2021 03:00 - 09/01/2021 04:00","BZN|BG","3736.00","3683.00"
"09/01/2021 04:00 - 09/01/2021 05:00","BZN|BG","3788.00","3780.00"
"09/01/2021 05:00 - 09/01/2021 06:00","BZN|BG","3935.00","3958.00"
"09/01/2021 06:00 - 09/01/2021 07:00","BZN|BG","4202.00","4289.00"
"09/01/2021 07:00 - 09/01/2021 08:00","BZN|BG","4676.00","4824.00"
"09/01/2021 08:00 - 09/01/2021 09:00","BZN|BG","5104.00","5197.00"
"09/01/2021 09:00 - 09/01/2021 10:00","BZN|BG","5238.00","5252.00"
"09/01/2021 10:00 - 09/01/2021 11:00","BZN|BG","5257.00","5196.00"
"09/01/2021 11:00 - 09/01/2021 12:00","BZN|BG","5210.00","5107.00"
"09/01/2021 12:00 - 09/01/2021 13:00","BZN|BG","5097.00","5009.00"
"09/01/2021 13:00 - 09/01/2021 14:00","BZN|BG","4978.00","4958.00"
"09/01/2021 14:00 - 09/01/2021 15:00","BZN|BG","4965.00","5007.00"
"09/01/2021 15:00 - 09/01/2021 16:00","BZN|BG","5110.00","5153.00"
"09/01/2021 16:00 - 09/01/2021 17:00","BZN|BG","5410.00","5417.00"
"09/01/2021 17:00 - 09/01/2021 18:00","BZN|BG","5479.00","5526.00"
"09/01/2021 18:00 - 09/01/2021 19:00","BZN|BG","5375.00","5389.00"
"09/01/2021 19:00 - 09/01/2021 20:00","BZN|BG","5136.00","5138.00"
"09/01/2021 20:00 - 09/01/2021 21:00","BZN|BG","4911.00","4879.00"
"09/01/2021 21:00 - 09/01/2021 22:00","BZN|BG","4857.00","4747.00"
"09/01/2021 22:00 - 09/01/2021 23:00","BZN|BG","4625.00","4427.00"
"09/01/2021 23:00 - 10/01/2021 00:00","BZN|BG","4298.00","4103.00"
"10/01/2021 00:00 - 10/01/2021 01:00","BZN|BG","4064.00","3888.00"
"10/01/2021 01:00 - 10/01/2021 02:00","BZN|BG","3945.00","3785.00"
"10/01/2021 02:00 - 10/01/2021 03:00","BZN|BG","3866.00","3720.00"
"10/01/2021 03:00 - 10/01/2021 04:00","BZN|BG","3834.00","3709.00"
"10/01/2021 04:00 - 10/01/2021 05:00","BZN|BG","3851.00","3723.00"
"10/01/2021 05:00 - 10/01/2021 06:00","BZN|BG","3908.00","3824.00"
"10/01/2021 06:00 - 10/01/2021 07:00","BZN|BG","4119.00","4285.00"
"10/01/2021 07:00 - 10/01/2021 08:00","BZN|BG","4556.00","4766.00"
"10/01/2021 08:00 - 10/01/2021 09:00","BZN|BG","5002.00","5000.00"
"10/01/2021 09:00 - 10/01/2021 10:00","BZN|BG","5188.00","5114.00"
"10/01/2021 10:00 - 10/01/2021 11:00","BZN|BG","5312.00","5212.00"
"10/01/2021 11:00 - 10/01/2021 12:00","BZN|BG","5311.00","5207.00"
"10/01/2021 12:00 - 10/01/2021 13:00","BZN|BG","5223.00","5077.00"
"10/01/2021 13:00 - 10/01/2021 14:00","BZN|BG","5133.00","4945.00"
"10/01/2021 14:00 - 10/01/2021 15:00","BZN|BG","5147.00","4940.00"
"10/01/2021 15:00 - 10/01/2021 16:00","BZN|BG","5324.00","5084.00"
"10/01/2021 16:00 - 10/01/2021 17:00","BZN|BG","5600.00","5436.00"
"10/01/2021 17:00 - 10/01/2021 18:00","BZN|BG","5662.00","5569.00"
"10/01/2021 18:00 - 10/01/2021 19:00","BZN|BG","5543.00","5460.00"
"10/01/2021 19:00 - 10/01/2021 20:00","BZN|BG","5289.00","5255.00"
"10/01/2021 20:00 - 10/01/2021 21:00","BZN|BG","4999.00","4963.00"
"10/01/2021 21:00 - 10/01/2021 22:00","BZN|BG","4866.00","4822.00"
"10/01/2021 22:00 - 10/01/2021 23:00","BZN|BG","4556.00","4517.00"
"10/01/2021 23:00 - 11/01/2021 00:00","BZN|BG","4197.00","4205.00"
"11/01/2021 00:00 - 11/01/2021 01:00","BZN|BG","3956.00","3961.00"
"11/01/2021 01:00 - 11/01/2021 02:00","BZN|BG","3839.00","3854.00"
"11/01/2021 02:00 - 11/01/2021 03:00","BZN|BG","3791.00","3815.00"
"11/01/2021 03:00 - 11/01/2021 04:00","BZN|BG","3841.00","3833.00"
"11/01/2021 04:00 - 11/01/2021 05:00","BZN|BG","4007.00","3981.00"
"11/01/2021 05:00 - 11/01/2021 06:00","BZN|BG","4447.00","4382.00"
"11/01/2021 06:00 - 11/01/2021 07:00","BZN|BG","4980.00","4917.00"
"11/01/2021 07:00 - 11/01/2021 08:00","BZN|BG","5547.00","5430.00"
"11/01/2021 08:00 - 11/01/2021 09:00","BZN|BG","5855.00","5711.00"
"11/01/2021 09:00 - 11/01/2021 10:00","BZN|BG","5831.00","5651.00"
"11/01/2021 10:00 - 11/01/2021 11:00","BZN|BG","5823.00","5534.00"
"11/01/2021 11:00 - 11/01/2021 12:00","BZN|BG","5741.00","5381.00"
"11/01/2021 12:00 - 11/01/2021 13:00","BZN|BG","5714.00","5380.00"
"11/01/2021 13:00 - 11/01/2021 14:00","BZN|BG","5598.00","5355.00"
"11/01/2021 14:00 - 11/01/2021 15:00","BZN|BG","5588.00","5368.00"
"11/01/2021 15:00 - 11/01/2021 16:00","BZN|BG","5581.00","5458.00"
"11/01/2021 16:00 - 11/01/2021 17:00","BZN|BG","5669.00","5673.00"
"11/01/2021 17:00 - 11/01/2021 18:00","BZN|BG","5844.00","5815.00"
"11/01/2021 18:00 - 11/01/2021 19:00","BZN|BG","5765.00","5736.00"
"11/01/2021 19:00 - 11/01/2021 20:00","BZN|BG","5486.00","5549.00"
"11/01/2021 20:00 - 11/01/2021 21:00","BZN|BG","5198.00","5351.00"
"11/01/2021 21:00 - 11/01/2021 22:00","BZN|BG","5011.00","5168.00"
"11/01/2021 22:00 - 11/01/2021 23:00","BZN|BG","4670.00","4864.00"
"11/01/2021 23:00 - 12/01/2021 00:00","BZN|BG","4319.00","4317.00"
"12/01/2021 00:00 - 12/01/2021 01:00","BZN|BG","4085.00","4111.00"
"12/01/2021 01:00 - 12/01/2021 02:00","BZN|BG","3935.00","4000.00"
"12/01/2021 02:00 - 12/01/2021 03:00","BZN|BG","3903.00","3932.00"
"12/01/2021 03:00 - 12/01/2021 04:00","BZN|BG","3953.00","3943.00"
"12/01/2021 04:00 - 12/01/2021 05:00","BZN|BG","4094.00","4073.00"
"12/01/2021 05:00 - 12/01/2021 06:00","BZN|BG","4534.00","4500.00"
"12/01/2021 06:00 - 12/01/2021 07:00","BZN|BG","5087.00","5063.00"
"12/01/2021 07:00 - 12/01/2021 08:00","BZN|BG","5635.00","5585.00"
"12/01/2021 08:00 - 12/01/2021 09:00","BZN|BG","5936.00","5831.00"
"12/01/2021 09:00 - 12/01/2021 10:00","BZN|BG","5929.00","5772.00"
"12/01/2021 10:00 - 12/01/2021 11:00","BZN|BG","5936.00","5711.00"
"12/01/2021 11:00 - 12/01/2021 12:00","BZN|BG","5855.00","5623.00"
"12/01/2021 12:00 - 12/01/2021 13:00","BZN|BG","5807.00","5581.00"
"12/01/2021 13:00 - 12/01/2021 14:00","BZN|BG","5716.00","5552.00"
"12/01/2021 14:00 - 12/01/2021 15:00","BZN|BG","5692.00","5576.00"
"12/01/2021 15:00 - 12/01/2021 16:00","BZN|BG","5735.00","5624.00"
"12/01/2021 16:00 - 12/01/2021 17:00","BZN|BG","5869.00","5764.00"
"12/01/2021 17:00 - 12/01/2021 18:00","BZN|BG","6082.00","5856.00"
"12/01/2021 18:00 - 12/01/2021 19:00","BZN|BG","5976.00","5744.00"
"12/01/2021 19:00 - 12/01/2021 20:00","BZN|BG","5706.00","5465.00"
"12/01/2021 20:00 - 12/01/2021 21:00","BZN|BG","5409.00","5169.00"
"12/01/2021 21:00 - 12/01/2021 22:00","BZN|BG","5231.00","4996.00"
"12/01/2021 22:00 - 12/01/2021 23:00","BZN|BG","4903.00","4679.00"
"12/01/2021 23:00 - 13/01/2021 00:00","BZN|BG","4533.00","4455.00"
"13/01/2021 00:00 - 13/01/2021 01:00","BZN|BG","4328.00","4180.00"
"13/01/2021 01:00 - 13/01/2021 02:00","BZN|BG","4205.00","4067.00"
"13/01/2021 02:00 - 13/01/2021 03:00","BZN|BG","4156.00","4009.00"
"13/01/2021 03:00 - 13/01/2021 04:00","BZN|BG","4193.00","4044.00"
"13/01/2021 04:00 - 13/01/2021 05:00","BZN|BG","4334.00","4198.00"
"13/01/2021 05:00 - 13/01/2021 06:00","BZN|BG","4767.00","4663.00"
"13/01/2021 06:00 - 13/01/2021 07:00","BZN|BG","5324.00","5258.00"
"13/01/2021 07:00 - 13/01/2021 08:00","BZN|BG","5851.00","5783.00"
"13/01/2021 08:00 - 13/01/2021 09:00","BZN|BG","6062.00","6002.00"
"13/01/2021 09:00 - 13/01/2021 10:00","BZN|BG","5997.00","5926.00"
"13/01/2021 10:00 - 13/01/2021 11:00","BZN|BG","5909.00","5854.00"
"13/01/2021 11:00 - 13/01/2021 12:00","BZN|BG","5770.00","5758.00"
"13/01/2021 12:00 - 13/01/2021 13:00","BZN|BG","5748.00","5723.00"
"13/01/2021 13:00 - 13/01/2021 14:00","BZN|BG","5701.00","5696.00"
"13/01/2021 14:00 - 13/01/2021 15:00","BZN|BG","5697.00","5732.00"
"13/01/2021 15:00 - 13/01/2021 16:00","BZN|BG","5718.00","5793.00"
"13/01/2021 16:00 - 13/01/2021 17:00","BZN|BG","5980.00","5996.00"
"13/01/2021 17:00 - 13/01/2021 18:00","BZN|BG","6214.00","6151.00"
"13/01/2021 18:00 - 13/01/2021 19:00","BZN|BG","6131.00","6018.00"
"13/01/2021 19:00 - 13/01/2021 20:00","BZN|BG","5833.00","5703.00"
"13/01/2021 20:00 - 13/01/2021 21:00","BZN|BG","5532.00","5374.00"
"13/01/2021 21:00 - 13/01/2021 22:00","BZN|BG","5358.00","5178.00"
"13/01/2021 22:00 - 13/01/2021 23:00","BZN|BG","5042.00","4839.00"
"13/01/2021 23:00 - 14/01/2021 00:00","BZN|BG","4640.00","4609.00"
"14/01/2021 00:00 - 14/01/2021 01:00","BZN|BG","4392.00","4383.00"
"14/01/2021 01:00 - 14/01/2021 02:00","BZN|BG","4284.00","4284.00"
"14/01/2021 02:00 - 14/01/2021 03:00","BZN|BG","4233.00","4241.00"
"14/01/2021 03:00 - 14/01/2021 04:00","BZN|BG","4294.00","4279.00"
"14/01/2021 04:00 - 14/01/2021 05:00","BZN|BG","4418.00","4429.00"
"14/01/2021 05:00 - 14/01/2021 06:00","BZN|BG","4893.00","4877.00"
"14/01/2021 06:00 - 14/01/2021 07:00","BZN|BG","5460.00","5451.00"
"14/01/2021 07:00 - 14/01/2021 08:00","BZN|BG","5964.00","5969.00"
"14/01/2021 08:00 - 14/01/2021 09:00","BZN|BG","6117.00","6200.00"
"14/01/2021 09:00 - 14/01/2021 10:00","BZN|BG","6007.00","6134.00"
"14/01/2021 10:00 - 14/01/2021 11:00","BZN|BG","5845.00","6076.00"
