"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (BGN/MWh)","Intraday Period (CET/CEST)","Intraday Price (BGN/MWh)"
"02/06/2018 11:00:00 - 02/06/2018 12:00:00","BZN|BG","Without Sequence","72.23","",""
"02/06/2018 12:00:00 - 02/06/2018 13:00:00","BZN|BG","Without Sequence","80.07","",""
"02/06/2018 13:00:00 - 02/06/2018 14:00:00","BZN|BG","Without Sequence","80.03","",""
"02/06/2018 14:00:00 - 02/06/2018 15:00:00","BZN|BG","Without Sequence","77.26","",""
"02/06/2018 15:00:00 - 02/06/2018 16:00:00","BZN|BG","Without Sequence","73.97","",""
"02/06/2018 16:00:00 - 02/06/2018 17:00:00","BZN|BG","Without Sequence","74.48","",""
"02/06/2018 17:00:00 - 02/06/2018 18:00:00","BZN|BG","Without Sequence","77.27","",""
"02/06/2018 18:00:00 - 02/06/2018 19:00:00","BZN|BG","Without Sequence","73.28","",""
"02/06/2018 19:00:00 - 02/06/2018 20:00:00","BZN|BG","Without Sequence","57.38","",""
"02/06/2018 20:00:00 - 02/06/2018 21:00:00","BZN|BG","Without Sequence","57.36","",""
"02/06/2018 21:00:00 - 02/06/2018 22:00:00","BZN|BG","Without Sequence","46.71","",""
"02/06/2018 22:00:00 - 02/06/2018 23:00:00","BZN|BG","Without Sequence","44.08","",""
"02/06/2018 23:00:00 - 03/06/2018 00:00:00","BZN|BG","Without Sequence","49.68","",""
"03/06/2018 00:00:00 - 03/06/2018 01:00:00","BZN|BG","Without Sequence","66.93","",""
"03/06/2018 01:00:00 - 03/06/2018 02:00:00","BZN|BG","Without Sequence","58.91","",""
"03/06/2018 02:00:00 - 03/06/2018 03:00:00","BZN|BG","Without Sequence","48.49","",""
"03/06/2018 03:00:00 - 03/06/2018 04:00:00","BZN|BG","Without Sequence","44.08","",""
"03/06/2018 04:00:00 - 03/06/2018 05:00:00","BZN|BG","Without Sequence","44.83","",""
"03/06/2018 05:00:00 - 03/06/2018 06:00:00","BZN|BG","Without Sequence","44.05","",""
"03/06/2018 06:00:00 - 03/06/2018 07:00:00","BZN|BG","Without Sequence","44.05","",""
"03/06/2018 07:00:00 - 03/06/2018 08:00:00","BZN|BG","Without Sequence","44.06","",""
"03/06/2018 08:00:00 - 03/06/2018 09:00:00","BZN|BG","Without Sequence","44.08","",""
"03/06/2018 09:00:00 - 03/06/2018 10:00:00","BZN|BG","Without Sequence","44.08","",""
"03/06/2018 10:00:00 - 03/06/2018 11:00:00","BZN|BG","Without Sequence","44.08","",""
"03/06/2018 11:00:00 - 03/06/2018 12:00:00","BZN|BG","Without Sequence","44.08","",""
"03/06/2018 12:00:00 - 03/06/2018 13:00:00","BZN|BG","Without Sequence","44.08","",""
"03/06/2018 13:00:00 - 03/06/2018 14:00:00","BZN|BG","Without Sequence","50.58","",""
"03/06/2018 14:00:00 - 03/06/2018 15:00:00","BZN|BG","Without Sequence","50.46","",""
"03/06/2018 15:00:00 - 03/06/2018 16:00:00","BZN|BG","Without Sequence","50.62","",""
"03/06/2018 16:00:00 - 03/06/2018 17:00:00","BZN|BG","Without Sequence","77.98","",""
"03/06/2018 17:00:00 - 03/06/2018 18:00:00","BZN|BG","Without Sequence","80.07","",""
"03/06/2018 18:00:00 - 03/06/2018 19:00:00","BZN|BG","Without Sequence","77.86","",""
"03/06/2018 19:00:00 - 03/06/2018 20:00:00","BZN|BG","Without Sequence","49.62","",""
"03/06/2018 20:00:00 - 03/06/2018 21:00:00","BZN|BG","Without Sequence","52.77","",""
"03/06/2018 21:00:00 - 03/06/2018 22:00:00","BZN|BG","Without Sequence","44.08","",""
"03/06/2018 22:00:00 - 03/06/2018 23:00:00","BZN|BG","Without Sequence","44.06","",""
"03/06/2018 23:00:00 - 04/06/2018 00:00:00","BZN|BG","Without Sequence","50.73","",""
"04/06/2018 00:00:00 - 04/06/2018 01:00:00","BZN|BG","Without Sequence","44.08","",""
"04/06/2018 01:00:00 - 04/06/2018 02:00:00","BZN|BG","Without Sequence","44.06","",""
"04/06/2018 02:00:00 - 04/06/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"04/06/2018 03:00:00 - 04/06/2018 04:00:00","BZN|BG","Without Sequence","44.06","",""
"04/06/2018 04:00:00 - 04/06/2018 05:00:00","BZN|BG","Without Sequence","44.05","",""
"04/06/2018 05:00:00 - 04/06/2018 06:00:00","BZN|BG","Without Sequence","44.05","",""
"04/06/2018 06:00:00 - 04/06/2018 07:00:00","BZN|BG","Without Sequence","44.26","",""
"04/06/2018 07:00:00 - 04/06/2018 08:00:00","BZN|BG","Without Sequence","95.03","",""
"04/06/2018 08:00:00 - 04/06/2018 09:00:00","BZN|BG","Without Sequence","100.02","",""
"04/06/2018 09:00:00 - 04/06/2018 10:00:00","BZN|BG","Without Sequence","100.02","",""
"04/06/2018 10:00:00 - 04/06/2018 11:00:00","BZN|BG","Without Sequence","100.02","",""
"04/06/2018 11:00:00 - 04/06/2018 12:00:00","BZN|BG","Without Sequence","100.00","",""
"04/06/2018 12:00:00 - 04/06/2018 13:00:00","BZN|BG","Without Sequence","100.04","",""
"04/06/2018 13:00:00 - 04/06/2018 14:00:00","BZN|BG","Without Sequence","100.04","",""
"04/06/2018 14:00:00 - 04/06/2018 15:00:00","BZN|BG","Without Sequence","100.04","",""
"04/06/2018 15:00:00 - 04/06/2018 16:00:00","BZN|BG","Without Sequence","100.02","",""
"04/06/2018 16:00:00 - 04/06/2018 17:00:00","BZN|BG","Without Sequence","90.05","",""
"04/06/2018 17:00:00 - 04/06/2018 18:00:00","BZN|BG","Without Sequence","80.09","",""
"04/06/2018 18:00:00 - 04/06/2018 19:00:00","BZN|BG","Without Sequence","80.03","",""
"04/06/2018 19:00:00 - 04/06/2018 20:00:00","BZN|BG","Without Sequence","63.94","",""
"04/06/2018 20:00:00 - 04/06/2018 21:00:00","BZN|BG","Without Sequence","80.01","",""
"04/06/2018 21:00:00 - 04/06/2018 22:00:00","BZN|BG","Without Sequence","52.14","",""
"04/06/2018 22:00:00 - 04/06/2018 23:00:00","BZN|BG","Without Sequence","44.08","",""
"04/06/2018 23:00:00 - 05/06/2018 00:00:00","BZN|BG","Without Sequence","56.58","",""
"05/06/2018 00:00:00 - 05/06/2018 01:00:00","BZN|BG","Without Sequence","48.29","",""
"05/06/2018 01:00:00 - 05/06/2018 02:00:00","BZN|BG","Without Sequence","47.41","",""
"05/06/2018 02:00:00 - 05/06/2018 03:00:00","BZN|BG","Without Sequence","44.06","",""
"05/06/2018 03:00:00 - 05/06/2018 04:00:00","BZN|BG","Without Sequence","44.06","",""
"05/06/2018 04:00:00 - 05/06/2018 05:00:00","BZN|BG","Without Sequence","44.05","",""
"05/06/2018 05:00:00 - 05/06/2018 06:00:00","BZN|BG","Without Sequence","44.05","",""
"05/06/2018 06:00:00 - 05/06/2018 07:00:00","BZN|BG","Without Sequence","44.08","",""
"05/06/2018 07:00:00 - 05/06/2018 08:00:00","BZN|BG","Without Sequence","62.39","",""
"05/06/2018 08:00:00 - 05/06/2018 09:00:00","BZN|BG","Without Sequence","85.63","",""
"05/06/2018 09:00:00 - 05/06/2018 10:00:00","BZN|BG","Without Sequence","90.01","",""
"05/06/2018 10:00:00 - 05/06/2018 11:00:00","BZN|BG","Without Sequence","80.09","",""
"05/06/2018 11:00:00 - 05/06/2018 12:00:00","BZN|BG","Without Sequence","80.03","",""
"05/06/2018 12:00:00 - 05/06/2018 13:00:00","BZN|BG","Without Sequence","90.09","",""
"05/06/2018 13:00:00 - 05/06/2018 14:00:00","BZN|BG","Without Sequence","95.03","",""
"05/06/2018 14:00:00 - 05/06/2018 15:00:00","BZN|BG","Without Sequence","90.09","",""
"05/06/2018 15:00:00 - 05/06/2018 16:00:00","BZN|BG","Without Sequence","80.07","",""
"05/06/2018 16:00:00 - 05/06/2018 17:00:00","BZN|BG","Without Sequence","60.38","",""
"05/06/2018 17:00:00 - 05/06/2018 18:00:00","BZN|BG","Without Sequence","55.15","",""
"05/06/2018 18:00:00 - 05/06/2018 19:00:00","BZN|BG","Without Sequence","50.01","",""
"05/06/2018 19:00:00 - 05/06/2018 20:00:00","BZN|BG","Without Sequence","55.19","",""
"05/06/2018 20:00:00 - 05/06/2018 21:00:00","BZN|BG","Without Sequence","56.64","",""
"05/06/2018 21:00:00 - 05/06/2018 22:00:00","BZN|BG","Without Sequence","51.07","",""
"05/06/2018 22:00:00 - 05/06/2018 23:00:00","BZN|BG","Without Sequence","44.08","",""
"05/06/2018 23:00:00 - 06/06/2018 00:00:00","BZN|BG","Without Sequence","54.94","",""
"06/06/2018 00:00:00 - 06/06/2018 01:00:00","BZN|BG","Without Sequence","55.08","",""
"06/06/2018 01:00:00 - 06/06/2018 02:00:00","BZN|BG","Without Sequence","45.63","",""
"06/06/2018 02:00:00 - 06/06/2018 03:00:00","BZN|BG","Without Sequence","55.00","",""
"06/06/2018 03:00:00 - 06/06/2018 04:00:00","BZN|BG","Without Sequence","60.45","",""
"06/06/2018 04:00:00 - 06/06/2018 05:00:00","BZN|BG","Without Sequence","47.66","",""
"06/06/2018 05:00:00 - 06/06/2018 06:00:00","BZN|BG","Without Sequence","44.06","",""
"06/06/2018 06:00:00 - 06/06/2018 07:00:00","BZN|BG","Without Sequence","47.62","",""
"06/06/2018 07:00:00 - 06/06/2018 08:00:00","BZN|BG","Without Sequence","90.01","",""
"06/06/2018 08:00:00 - 06/06/2018 09:00:00","BZN|BG","Without Sequence","90.07","",""
"06/06/2018 09:00:00 - 06/06/2018 10:00:00","BZN|BG","Without Sequence","90.05","",""
"06/06/2018 10:00:00 - 06/06/2018 11:00:00","BZN|BG","Without Sequence","80.09","",""
"06/06/2018 11:00:00 - 06/06/2018 12:00:00","BZN|BG","Without Sequence","80.01","",""
"06/06/2018 12:00:00 - 06/06/2018 13:00:00","BZN|BG","Without Sequence","90.07","",""
"06/06/2018 13:00:00 - 06/06/2018 14:00:00","BZN|BG","Without Sequence","90.09","",""
"06/06/2018 14:00:00 - 06/06/2018 15:00:00","BZN|BG","Without Sequence","90.09","",""
"06/06/2018 15:00:00 - 06/06/2018 16:00:00","BZN|BG","Without Sequence","80.07","",""
"06/06/2018 16:00:00 - 06/06/2018 17:00:00","BZN|BG","Without Sequence","80.01","",""
"06/06/2018 17:00:00 - 06/06/2018 18:00:00","BZN|BG","Without Sequence","58.69","",""
"06/06/2018 18:00:00 - 06/06/2018 19:00:00","BZN|BG","Without Sequence","54.98","",""
"06/06/2018 19:00:00 - 06/06/2018 20:00:00","BZN|BG","Without Sequence","54.98","",""
"06/06/2018 20:00:00 - 06/06/2018 21:00:00","BZN|BG","Without Sequence","55.72","",""
"06/06/2018 21:00:00 - 06/06/2018 22:00:00","BZN|BG","Without Sequence","74.36","",""
"06/06/2018 22:00:00 - 06/06/2018 23:00:00","BZN|BG","Without Sequence","49.33","",""
"06/06/2018 23:00:00 - 07/06/2018 00:00:00","BZN|BG","Without Sequence","54.31","",""
"07/06/2018 00:00:00 - 07/06/2018 01:00:00","BZN|BG","Without Sequence","45.71","",""
"07/06/2018 01:00:00 - 07/06/2018 02:00:00","BZN|BG","Without Sequence","44.08","",""
"07/06/2018 02:00:00 - 07/06/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"07/06/2018 03:00:00 - 07/06/2018 04:00:00","BZN|BG","Without Sequence","44.06","",""
"07/06/2018 04:00:00 - 07/06/2018 05:00:00","BZN|BG","Without Sequence","44.06","",""
"07/06/2018 05:00:00 - 07/06/2018 06:00:00","BZN|BG","Without Sequence","44.08","",""
"07/06/2018 06:00:00 - 07/06/2018 07:00:00","BZN|BG","Without Sequence","48.78","",""
"07/06/2018 07:00:00 - 07/06/2018 08:00:00","BZN|BG","Without Sequence","80.01","",""
"07/06/2018 08:00:00 - 07/06/2018 09:00:00","BZN|BG","Without Sequence","90.05","",""
"07/06/2018 09:00:00 - 07/06/2018 10:00:00","BZN|BG","Without Sequence","90.07","",""
"07/06/2018 10:00:00 - 07/06/2018 11:00:00","BZN|BG","Without Sequence","90.03","",""
"07/06/2018 11:00:00 - 07/06/2018 12:00:00","BZN|BG","Without Sequence","80.07","",""
"07/06/2018 12:00:00 - 07/06/2018 13:00:00","BZN|BG","Without Sequence","95.01","",""
"07/06/2018 13:00:00 - 07/06/2018 14:00:00","BZN|BG","Without Sequence","90.07","",""
"07/06/2018 14:00:00 - 07/06/2018 15:00:00","BZN|BG","Without Sequence","80.07","",""
"07/06/2018 15:00:00 - 07/06/2018 16:00:00","BZN|BG","Without Sequence","58.60","",""
"07/06/2018 16:00:00 - 07/06/2018 17:00:00","BZN|BG","Without Sequence","55.53","",""
"07/06/2018 17:00:00 - 07/06/2018 18:00:00","BZN|BG","Without Sequence","55.27","",""
"07/06/2018 18:00:00 - 07/06/2018 19:00:00","BZN|BG","Without Sequence","50.09","",""
"07/06/2018 19:00:00 - 07/06/2018 20:00:00","BZN|BG","Without Sequence","49.81","",""
"07/06/2018 20:00:00 - 07/06/2018 21:00:00","BZN|BG","Without Sequence","51.56","",""
"07/06/2018 21:00:00 - 07/06/2018 22:00:00","BZN|BG","Without Sequence","45.73","",""
"07/06/2018 22:00:00 - 07/06/2018 23:00:00","BZN|BG","Without Sequence","44.08","",""
"07/06/2018 23:00:00 - 08/06/2018 00:00:00","BZN|BG","Without Sequence","50.70","",""
"08/06/2018 00:00:00 - 08/06/2018 01:00:00","BZN|BG","Without Sequence","62.72","",""
"08/06/2018 01:00:00 - 08/06/2018 02:00:00","BZN|BG","Without Sequence","62.66","",""
"08/06/2018 02:00:00 - 08/06/2018 03:00:00","BZN|BG","Without Sequence","54.90","",""
"08/06/2018 03:00:00 - 08/06/2018 04:00:00","BZN|BG","Without Sequence","54.82","",""
"08/06/2018 04:00:00 - 08/06/2018 05:00:00","BZN|BG","Without Sequence","62.61","",""
"08/06/2018 05:00:00 - 08/06/2018 06:00:00","BZN|BG","Without Sequence","60.49","",""
"08/06/2018 06:00:00 - 08/06/2018 07:00:00","BZN|BG","Without Sequence","87.99","",""
"08/06/2018 07:00:00 - 08/06/2018 08:00:00","BZN|BG","Without Sequence","91.45","",""
"08/06/2018 08:00:00 - 08/06/2018 09:00:00","BZN|BG","Without Sequence","95.05","",""
"08/06/2018 09:00:00 - 08/06/2018 10:00:00","BZN|BG","Without Sequence","95.44","",""
"08/06/2018 10:00:00 - 08/06/2018 11:00:00","BZN|BG","Without Sequence","95.72","",""
"08/06/2018 11:00:00 - 08/06/2018 12:00:00","BZN|BG","Without Sequence","91.34","",""
"08/06/2018 12:00:00 - 08/06/2018 13:00:00","BZN|BG","Without Sequence","95.09","",""
"08/06/2018 13:00:00 - 08/06/2018 14:00:00","BZN|BG","Without Sequence","100.00","",""
"08/06/2018 14:00:00 - 08/06/2018 15:00:00","BZN|BG","Without Sequence","95.05","",""
"08/06/2018 15:00:00 - 08/06/2018 16:00:00","BZN|BG","Without Sequence","90.87","",""
"08/06/2018 16:00:00 - 08/06/2018 17:00:00","BZN|BG","Without Sequence","89.83","",""
"08/06/2018 17:00:00 - 08/06/2018 18:00:00","BZN|BG","Without Sequence","80.07","",""
"08/06/2018 18:00:00 - 08/06/2018 19:00:00","BZN|BG","Without Sequence","80.01","",""
"08/06/2018 19:00:00 - 08/06/2018 20:00:00","BZN|BG","Without Sequence","80.01","",""
"08/06/2018 20:00:00 - 08/06/2018 21:00:00","BZN|BG","Without Sequence","80.03","",""
"08/06/2018 21:00:00 - 08/06/2018 22:00:00","BZN|BG","Without Sequence","62.72","",""
"08/06/2018 22:00:00 - 08/06/2018 23:00:00","BZN|BG","Without Sequence","55.86","",""
"08/06/2018 23:00:00 - 09/06/2018 00:00:00","BZN|BG","Without Sequence","62.74","",""
"09/06/2018 00:00:00 - 09/06/2018 01:00:00","BZN|BG","Without Sequence","80.01","",""
"09/06/2018 01:00:00 - 09/06/2018 02:00:00","BZN|BG","Without Sequence","80.01","",""
"09/06/2018 02:00:00 - 09/06/2018 03:00:00","BZN|BG","Without Sequence","80.01","",""
"09/06/2018 03:00:00 - 09/06/2018 04:00:00","BZN|BG","Without Sequence","75.10","",""
"09/06/2018 04:00:00 - 09/06/2018 05:00:00","BZN|BG","Without Sequence","48.07","",""
"09/06/2018 05:00:00 - 09/06/2018 06:00:00","BZN|BG","Without Sequence","46.35","",""
"09/06/2018 06:00:00 - 09/06/2018 07:00:00","BZN|BG","Without Sequence","47.08","",""
"09/06/2018 07:00:00 - 09/06/2018 08:00:00","BZN|BG","Without Sequence","58.83","",""
"09/06/2018 08:00:00 - 09/06/2018 09:00:00","BZN|BG","Without Sequence","54.67","",""
"09/06/2018 09:00:00 - 09/06/2018 10:00:00","BZN|BG","Without Sequence","79.99","",""
"09/06/2018 10:00:00 - 09/06/2018 11:00:00","BZN|BG","Without Sequence","52.69","",""
"09/06/2018 11:00:00 - 09/06/2018 12:00:00","BZN|BG","Without Sequence","47.96","",""
"09/06/2018 12:00:00 - 09/06/2018 13:00:00","BZN|BG","Without Sequence","80.03","",""
"09/06/2018 13:00:00 - 09/06/2018 14:00:00","BZN|BG","Without Sequence","78.14","",""
"09/06/2018 14:00:00 - 09/06/2018 15:00:00","BZN|BG","Without Sequence","48.78","",""
"09/06/2018 15:00:00 - 09/06/2018 16:00:00","BZN|BG","Without Sequence","71.21","",""
"09/06/2018 16:00:00 - 09/06/2018 17:00:00","BZN|BG","Without Sequence","80.03","",""
"09/06/2018 17:00:00 - 09/06/2018 18:00:00","BZN|BG","Without Sequence","70.49","",""
"09/06/2018 18:00:00 - 09/06/2018 19:00:00","BZN|BG","Without Sequence","69.98","",""
"09/06/2018 19:00:00 - 09/06/2018 20:00:00","BZN|BG","Without Sequence","52.77","",""
"09/06/2018 20:00:00 - 09/06/2018 21:00:00","BZN|BG","Without Sequence","80.01","",""
"09/06/2018 21:00:00 - 09/06/2018 22:00:00","BZN|BG","Without Sequence","52.73","",""
"09/06/2018 22:00:00 - 09/06/2018 23:00:00","BZN|BG","Without Sequence","50.03","",""
"09/06/2018 23:00:00 - 10/06/2018 00:00:00","BZN|BG","Without Sequence","68.57","",""
"10/06/2018 00:00:00 - 10/06/2018 01:00:00","BZN|BG","Without Sequence","77.24","",""
"10/06/2018 01:00:00 - 10/06/2018 02:00:00","BZN|BG","Without Sequence","72.46","",""
"10/06/2018 02:00:00 - 10/06/2018 03:00:00","BZN|BG","Without Sequence","68.53","",""
"10/06/2018 03:00:00 - 10/06/2018 04:00:00","BZN|BG","Without Sequence","67.67","",""
"10/06/2018 04:00:00 - 10/06/2018 05:00:00","BZN|BG","Without Sequence","67.53","",""
"10/06/2018 05:00:00 - 10/06/2018 06:00:00","BZN|BG","Without Sequence","44.08","",""
"10/06/2018 06:00:00 - 10/06/2018 07:00:00","BZN|BG","Without Sequence","44.06","",""
"10/06/2018 07:00:00 - 10/06/2018 08:00:00","BZN|BG","Without Sequence","44.08","",""
"10/06/2018 08:00:00 - 10/06/2018 09:00:00","BZN|BG","Without Sequence","44.08","",""
"10/06/2018 09:00:00 - 10/06/2018 10:00:00","BZN|BG","Without Sequence","66.65","",""
"10/06/2018 10:00:00 - 10/06/2018 11:00:00","BZN|BG","Without Sequence","70.51","",""
"10/06/2018 11:00:00 - 10/06/2018 12:00:00","BZN|BG","Without Sequence","70.57","",""
"10/06/2018 12:00:00 - 10/06/2018 13:00:00","BZN|BG","Without Sequence","75.03","",""
"10/06/2018 13:00:00 - 10/06/2018 14:00:00","BZN|BG","Without Sequence","77.82","",""
"10/06/2018 14:00:00 - 10/06/2018 15:00:00","BZN|BG","Without Sequence","75.05","",""
"10/06/2018 15:00:00 - 10/06/2018 16:00:00","BZN|BG","Without Sequence","80.11","",""
"10/06/2018 16:00:00 - 10/06/2018 17:00:00","BZN|BG","Without Sequence","89.50","",""
"10/06/2018 17:00:00 - 10/06/2018 18:00:00","BZN|BG","Without Sequence","80.09","",""
"10/06/2018 18:00:00 - 10/06/2018 19:00:00","BZN|BG","Without Sequence","80.01","",""
"10/06/2018 19:00:00 - 10/06/2018 20:00:00","BZN|BG","Without Sequence","80.01","",""
"10/06/2018 20:00:00 - 10/06/2018 21:00:00","BZN|BG","Without Sequence","80.03","",""
"10/06/2018 21:00:00 - 10/06/2018 22:00:00","BZN|BG","Without Sequence","80.05","",""
"10/06/2018 22:00:00 - 10/06/2018 23:00:00","BZN|BG","Without Sequence","75.08","",""
"10/06/2018 23:00:00 - 11/06/2018 00:00:00","BZN|BG","Without Sequence","80.09","",""
"11/06/2018 00:00:00 - 11/06/2018 01:00:00","BZN|BG","Without Sequence","44.08","",""
"11/06/2018 01:00:00 - 11/06/2018 02:00:00","BZN|BG","Without Sequence","44.08","",""
"11/06/2018 02:00:00 - 11/06/2018 03:00:00","BZN|BG","Without Sequence","44.06","",""
"11/06/2018 03:00:00 - 11/06/2018 04:00:00","BZN|BG","Without Sequence","44.06","",""
"11/06/2018 04:00:00 - 11/06/2018 05:00:00","BZN|BG","Without Sequence","44.08","",""
"11/06/2018 05:00:00 - 11/06/2018 06:00:00","BZN|BG","Without Sequence","44.08","",""
"11/06/2018 06:00:00 - 11/06/2018 07:00:00","BZN|BG","Without Sequence","75.01","",""
"11/06/2018 07:00:00 - 11/06/2018 08:00:00","BZN|BG","Without Sequence","90.05","",""
"11/06/2018 08:00:00 - 11/06/2018 09:00:00","BZN|BG","Without Sequence","95.09","",""
"11/06/2018 09:00:00 - 11/06/2018 10:00:00","BZN|BG","Without Sequence","105.40","",""
"11/06/2018 10:00:00 - 11/06/2018 11:00:00","BZN|BG","Without Sequence","100.02","",""
"11/06/2018 11:00:00 - 11/06/2018 12:00:00","BZN|BG","Without Sequence","95.01","",""
"11/06/2018 12:00:00 - 11/06/2018 13:00:00","BZN|BG","Without Sequence","100.02","",""
"11/06/2018 13:00:00 - 11/06/2018 14:00:00","BZN|BG","Without Sequence","100.04","",""
"11/06/2018 14:00:00 - 11/06/2018 15:00:00","BZN|BG","Without Sequence","100.02","",""
"11/06/2018 15:00:00 - 11/06/2018 16:00:00","BZN|BG","Without Sequence","95.07","",""
"11/06/2018 16:00:00 - 11/06/2018 17:00:00","BZN|BG","Without Sequence","90.01","",""
"11/06/2018 17:00:00 - 11/06/2018 18:00:00","BZN|BG","Without Sequence","80.03","",""
"11/06/2018 18:00:00 - 11/06/2018 19:00:00","BZN|BG","Without Sequence","48.88","",""
"11/06/2018 19:00:00 - 11/06/2018 20:00:00","BZN|BG","Without Sequence","80.03","",""
"11/06/2018 20:00:00 - 11/06/2018 21:00:00","BZN|BG","Without Sequence","80.01","",""
"11/06/2018 21:00:00 - 11/06/2018 22:00:00","BZN|BG","Without Sequence","50.73","",""
"11/06/2018 22:00:00 - 11/06/2018 23:00:00","BZN|BG","Without Sequence","44.10","",""
"11/06/2018 23:00:00 - 12/06/2018 00:00:00","BZN|BG","Without Sequence","69.82","",""
"12/06/2018 00:00:00 - 12/06/2018 01:00:00","BZN|BG","Without Sequence","77.65","",""
"12/06/2018 01:00:00 - 12/06/2018 02:00:00","BZN|BG","Without Sequence","62.88","",""
"12/06/2018 02:00:00 - 12/06/2018 03:00:00","BZN|BG","Without Sequence","62.80","",""
"12/06/2018 03:00:00 - 12/06/2018 04:00:00","BZN|BG","Without Sequence","62.78","",""
"12/06/2018 04:00:00 - 12/06/2018 05:00:00","BZN|BG","Without Sequence","62.88","",""
"12/06/2018 05:00:00 - 12/06/2018 06:00:00","BZN|BG","Without Sequence","68.43","",""
"12/06/2018 06:00:00 - 12/06/2018 07:00:00","BZN|BG","Without Sequence","80.09","",""
"12/06/2018 07:00:00 - 12/06/2018 08:00:00","BZN|BG","Without Sequence","95.01","",""
"12/06/2018 08:00:00 - 12/06/2018 09:00:00","BZN|BG","Without Sequence","100.00","",""
"12/06/2018 09:00:00 - 12/06/2018 10:00:00","BZN|BG","Without Sequence","100.00","",""
"12/06/2018 10:00:00 - 12/06/2018 11:00:00","BZN|BG","Without Sequence","100.00","",""
"12/06/2018 11:00:00 - 12/06/2018 12:00:00","BZN|BG","Without Sequence","90.07","",""
"12/06/2018 12:00:00 - 12/06/2018 13:00:00","BZN|BG","Without Sequence","100.00","",""
"12/06/2018 13:00:00 - 12/06/2018 14:00:00","BZN|BG","Without Sequence","100.02","",""
"12/06/2018 14:00:00 - 12/06/2018 15:00:00","BZN|BG","Without Sequence","100.02","",""
"12/06/2018 15:00:00 - 12/06/2018 16:00:00","BZN|BG","Without Sequence","95.03","",""
