"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2024 18:00:00 - 02/01/2024 19:00:00","BZN|BG","Without Sequence","81.49","",""
"02/01/2024 19:00:00 - 02/01/2024 20:00:00","BZN|BG","Without Sequence","75.17","",""
"02/01/2024 20:00:00 - 02/01/2024 21:00:00","BZN|BG","Without Sequence","65.01","",""
"02/01/2024 21:00:00 - 02/01/2024 22:00:00","BZN|BG","Without Sequence","65.01","",""
"02/01/2024 22:00:00 - 02/01/2024 23:00:00","BZN|BG","Without Sequence","101.97","",""
"02/01/2024 23:00:00 - 03/01/2024 00:00:00","BZN|BG","Without Sequence","92.41","",""
"03/01/2024 00:00:00 - 03/01/2024 01:00:00","BZN|BG","Without Sequence","19.44","",""
"03/01/2024 01:00:00 - 03/01/2024 02:00:00","BZN|BG","Without Sequence","18.16","",""
"03/01/2024 02:00:00 - 03/01/2024 03:00:00","BZN|BG","Without Sequence","17.26","",""
"03/01/2024 03:00:00 - 03/01/2024 04:00:00","BZN|BG","Without Sequence","16.83","",""
"03/01/2024 04:00:00 - 03/01/2024 05:00:00","BZN|BG","Without Sequence","17.84","",""
"03/01/2024 05:00:00 - 03/01/2024 06:00:00","BZN|BG","Without Sequence","20.03","",""
"03/01/2024 06:00:00 - 03/01/2024 07:00:00","BZN|BG","Without Sequence","65.01","",""
"03/01/2024 07:00:00 - 03/01/2024 08:00:00","BZN|BG","Without Sequence","75.12","",""
"03/01/2024 08:00:00 - 03/01/2024 09:00:00","BZN|BG","Without Sequence","101.01","",""
"03/01/2024 09:00:00 - 03/01/2024 10:00:00","BZN|BG","Without Sequence","65.00","",""
"03/01/2024 10:00:00 - 03/01/2024 11:00:00","BZN|BG","Without Sequence","65.01","",""
"03/01/2024 11:00:00 - 03/01/2024 12:00:00","BZN|BG","Without Sequence","65.00","",""
"03/01/2024 12:00:00 - 03/01/2024 13:00:00","BZN|BG","Without Sequence","65.00","",""
"03/01/2024 13:00:00 - 03/01/2024 14:00:00","BZN|BG","Without Sequence","65.01","",""
"03/01/2024 14:00:00 - 03/01/2024 15:00:00","BZN|BG","Without Sequence","65.01","",""
"03/01/2024 15:00:00 - 03/01/2024 16:00:00","BZN|BG","Without Sequence","72.23","",""
"03/01/2024 16:00:00 - 03/01/2024 17:00:00","BZN|BG","Without Sequence","79.65","",""
"03/01/2024 17:00:00 - 03/01/2024 18:00:00","BZN|BG","Without Sequence","84.85","",""
"03/01/2024 18:00:00 - 03/01/2024 19:00:00","BZN|BG","Without Sequence","85.64","",""
"03/01/2024 19:00:00 - 03/01/2024 20:00:00","BZN|BG","Without Sequence","97.06","",""
"03/01/2024 20:00:00 - 03/01/2024 21:00:00","BZN|BG","Without Sequence","73.23","",""
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","BZN|BG","Without Sequence","67.41","",""
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","BZN|BG","Without Sequence","65.00","",""
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","BZN|BG","Without Sequence","58.12","",""
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","BZN|BG","Without Sequence","70.01","",""
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","BZN|BG","Without Sequence","50.46","",""
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","BZN|BG","Without Sequence","40.00","",""
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","BZN|BG","Without Sequence","25.48","",""
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","BZN|BG","Without Sequence","49.39","",""
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","BZN|BG","Without Sequence","70.10","",""
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","BZN|BG","Without Sequence","97.61","",""
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","BZN|BG","Without Sequence","85.02","",""
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","BZN|BG","Without Sequence","91.47","",""
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","BZN|BG","Without Sequence","94.20","",""
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","BZN|BG","Without Sequence","73.83","",""
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","BZN|BG","Without Sequence","70.10","",""
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","BZN|BG","Without Sequence","70.10","",""
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","BZN|BG","Without Sequence","85.96","",""
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","BZN|BG","Without Sequence","92.11","",""
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","BZN|BG","Without Sequence","98.62","",""
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","BZN|BG","Without Sequence","104.51","",""
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","BZN|BG","Without Sequence","112.67","",""
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","BZN|BG","Without Sequence","114.48","",""
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","BZN|BG","Without Sequence","110.45","",""
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","BZN|BG","Without Sequence","100.95","",""
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","BZN|BG","Without Sequence","94.90","",""
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","BZN|BG","Without Sequence","91.91","",""
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","BZN|BG","Without Sequence","88.62","",""
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","BZN|BG","Without Sequence","86.08","",""
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","BZN|BG","Without Sequence","80.51","",""
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","BZN|BG","Without Sequence","77.01","",""
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","BZN|BG","Without Sequence","72.96","",""
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","BZN|BG","Without Sequence","72.79","",""
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|BG","Without Sequence","79.60","",""
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|BG","Without Sequence","93.83","",""
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|BG","Without Sequence","104.58","",""
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|BG","Without Sequence","106.79","",""
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|BG","Without Sequence","100.66","",""
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|BG","Without Sequence","97.52","",""
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|BG","Without Sequence","98.53","",""
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|BG","Without Sequence","97.17","",""
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|BG","Without Sequence","102.85","",""
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|BG","Without Sequence","110.28","",""
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|BG","Without Sequence","112.17","",""
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|BG","Without Sequence","113.85","",""
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|BG","Without Sequence","116.07","",""
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|BG","Without Sequence","112.63","",""
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|BG","Without Sequence","109.79","",""
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|BG","Without Sequence","105.65","",""
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|BG","Without Sequence","97.07","",""
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|BG","Without Sequence","94.92","",""
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|BG","Without Sequence","86.80","",""
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|BG","Without Sequence","89.98","",""
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|BG","Without Sequence","80.20","",""
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|BG","Without Sequence","76.13","",""
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|BG","Without Sequence","73.01","",""
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|BG","Without Sequence","73.01","",""
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|BG","Without Sequence","74.59","",""
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|BG","Without Sequence","75.10","",""
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|BG","Without Sequence","81.39","",""
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|BG","Without Sequence","88.40","",""
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|BG","Without Sequence","92.23","",""
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|BG","Without Sequence","97.30","",""
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|BG","Without Sequence","94.70","",""
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|BG","Without Sequence","99.16","",""
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|BG","Without Sequence","94.68","",""
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|BG","Without Sequence","92.47","",""
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|BG","Without Sequence","94.25","",""
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|BG","Without Sequence","94.70","",""
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|BG","Without Sequence","104.29","",""
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|BG","Without Sequence","103.63","",""
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|BG","Without Sequence","99.00","",""
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|BG","Without Sequence","92.14","",""
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|BG","Without Sequence","88.00","",""
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|BG","Without Sequence","86.57","",""
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|BG","Without Sequence","79.87","",""
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|BG","Without Sequence","84.08","",""
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|BG","Without Sequence","79.82","",""
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|BG","Without Sequence","76.76","",""
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|BG","Without Sequence","73.46","",""
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|BG","Without Sequence","71.86","",""
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|BG","Without Sequence","72.08","",""
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|BG","Without Sequence","74.90","",""
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|BG","Without Sequence","77.69","",""
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|BG","Without Sequence","81.79","",""
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|BG","Without Sequence","84.86","",""
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|BG","Without Sequence","81.53","",""
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|BG","Without Sequence","81.01","",""
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|BG","Without Sequence","88.66","",""
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|BG","Without Sequence","84.81","",""
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|BG","Without Sequence","84.34","",""
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|BG","Without Sequence","88.01","",""
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|BG","Without Sequence","93.42","",""
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|BG","Without Sequence","101.77","",""
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|BG","Without Sequence","104.85","",""
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|BG","Without Sequence","101.23","",""
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|BG","Without Sequence","100.50","",""
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|BG","Without Sequence","93.31","",""
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|BG","Without Sequence","91.17","",""
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|BG","Without Sequence","83.86","",""
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|BG","Without Sequence","78.06","",""
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|BG","Without Sequence","74.36","",""
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|BG","Without Sequence","51.69","",""
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|BG","Without Sequence","40.56","",""
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|BG","Without Sequence","70.00","",""
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|BG","Without Sequence","82.10","",""
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|BG","Without Sequence","94.30","",""
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|BG","Without Sequence","102.36","",""
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|BG","Without Sequence","121.11","",""
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|BG","Without Sequence","117.83","",""
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|BG","Without Sequence","101.01","",""
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|BG","Without Sequence","100.25","",""
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|BG","Without Sequence","95.48","",""
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|BG","Without Sequence","92.91","",""
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|BG","Without Sequence","100.00","",""
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|BG","Without Sequence","107.86","",""
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|BG","Without Sequence","122.00","",""
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|BG","Without Sequence","130.10","",""
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|BG","Without Sequence","129.99","",""
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|BG","Without Sequence","122.01","",""
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|BG","Without Sequence","114.18","",""
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|BG","Without Sequence","102.79","",""
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|BG","Without Sequence","99.95","",""
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|BG","Without Sequence","91.49","",""
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|BG","Without Sequence","87.53","",""
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|BG","Without Sequence","86.18","",""
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|BG","Without Sequence","85.00","",""
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|BG","Without Sequence","84.08","",""
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|BG","Without Sequence","85.15","",""
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|BG","Without Sequence","89.56","",""
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|BG","Without Sequence","107.40","",""
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|BG","Without Sequence","122.01","",""
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|BG","Without Sequence","132.84","",""
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|BG","Without Sequence","120.86","",""
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|BG","Without Sequence","112.33","",""
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|BG","Without Sequence","104.97","",""
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|BG","Without Sequence","99.68","",""
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|BG","Without Sequence","100.18","",""
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|BG","Without Sequence","110.82","",""
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|BG","Without Sequence","119.43","",""
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|BG","Without Sequence","128.51","",""
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|BG","Without Sequence","137.35","",""
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|BG","Without Sequence","137.00","",""
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|BG","Without Sequence","130.05","",""
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|BG","Without Sequence","119.81","",""
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|BG","Without Sequence","109.18","",""
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|BG","Without Sequence","105.61","",""
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|BG","Without Sequence","96.58","",""
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|BG","Without Sequence","89.16","",""
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|BG","Without Sequence","86.76","",""
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|BG","Without Sequence","86.73","",""
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|BG","Without Sequence","85.80","",""
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|BG","Without Sequence","87.80","",""
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|BG","Without Sequence","91.46","",""
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|BG","Without Sequence","110.59","",""
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|BG","Without Sequence","128.79","",""
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|BG","Without Sequence","141.62","",""
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|BG","Without Sequence","130.39","",""
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|BG","Without Sequence","119.17","",""
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|BG","Without Sequence","109.13","",""
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|BG","Without Sequence","101.73","",""
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|BG","Without Sequence","108.21","",""
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|BG","Without Sequence","115.64","",""
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|BG","Without Sequence","125.77","",""
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|BG","Without Sequence","136.15","",""
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|BG","Without Sequence","143.79","",""
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|BG","Without Sequence","140.00","",""
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|BG","Without Sequence","132.15","",""
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|BG","Without Sequence","120.00","",""
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|BG","Without Sequence","109.35","",""
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|BG","Without Sequence","104.86","",""
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|BG","Without Sequence","95.83","",""
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|BG","Without Sequence","91.75","",""
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|BG","Without Sequence","88.59","",""
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|BG","Without Sequence","87.25","",""
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|BG","Without Sequence","82.38","",""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|BG","Without Sequence","82.06","",""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|BG","Without Sequence","90.35","",""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|BG","Without Sequence","111.57","",""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|BG","Without Sequence","122.00","",""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|BG","Without Sequence","141.00","",""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|BG","Without Sequence","129.16","",""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|BG","Without Sequence","113.65","",""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|BG","Without Sequence","106.48","",""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|BG","Without Sequence","99.38","",""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|BG","Without Sequence","99.00","",""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|BG","Without Sequence","105.98","",""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|BG","Without Sequence","119.08","",""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|BG","Without Sequence","147.05","",""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|BG","Without Sequence","158.09","",""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|BG","Without Sequence","142.00","",""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|BG","Without Sequence","132.31","",""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|BG","Without Sequence","122.00","",""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|BG","Without Sequence","107.19","",""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|BG","Without Sequence","105.98","",""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|BG","Without Sequence","99.00","",""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|BG","Without Sequence","92.99","",""
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|BG","Without Sequence","93.00","",""
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|BG","Without Sequence","85.68","",""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|BG","Without Sequence","85.36","",""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|BG","Without Sequence","87.77","",""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|BG","Without Sequence","94.76","",""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|BG","Without Sequence","118.46","",""
"12/01/2024 07:00:00 - 12/01/2024 08:00:00","BZN|BG","Without Sequence","122.04","",""
"12/01/2024 08:00:00 - 12/01/2024 09:00:00","BZN|BG","Without Sequence","140.74","",""
"12/01/2024 09:00:00 - 12/01/2024 10:00:00","BZN|BG","Without Sequence","134.96","",""
"12/01/2024 10:00:00 - 12/01/2024 11:00:00","BZN|BG","Without Sequence","122.01","",""
"12/01/2024 11:00:00 - 12/01/2024 12:00:00","BZN|BG","Without Sequence","114.73","",""
"12/01/2024 12:00:00 - 12/01/2024 13:00:00","BZN|BG","Without Sequence","106.98","",""
